"Step","leafy-bee-11 - epoch_time","leafy-bee-11 - epoch_time__MIN","leafy-bee-11 - epoch_time__MAX","valiant-wood-10 - epoch_time","valiant-wood-10 - epoch_time__MIN","valiant-wood-10 - epoch_time__MAX","skilled-river-9 - epoch_time","skilled-river-9 - epoch_time__MIN","skilled-river-9 - epoch_time__MAX","breezy-sea-7 - epoch_time","breezy-sea-7 - epoch_time__MIN","breezy-sea-7 - epoch_time__MAX","morning-mountain-5 - epoch_time","morning-mountain-5 - epoch_time__MIN","morning-mountain-5 - epoch_time__MAX","wandering-music-4 - epoch_time","wandering-music-4 - epoch_time__MIN","wandering-music-4 - epoch_time__MAX","stoic-sound-3 - epoch_time","stoic-sound-3 - epoch_time__MIN","stoic-sound-3 - epoch_time__MAX"
"10","91.96606040000916","91.96606040000916","91.96606040000916","93.88818049430847","93.88818049430847","93.88818049430847","307.5171637535095","307.5171637535095","307.5171637535095","304.97731280326843","304.97731280326843","304.97731280326843","","","","322.083212852478","322.083212852478","322.083212852478","290.90773940086365","290.90773940086365","290.90773940086365"
"11","92.24172973632812","92.24172973632812","92.24172973632812","92.48270082473755","92.48270082473755","92.48270082473755","322.4393627643585","322.4393627643585","322.4393627643585","309.59527945518494","309.59527945518494","309.59527945518494","","","","299.56177282333374","299.56177282333374","299.56177282333374","298.8140392303467","298.8140392303467","298.8140392303467"
"12","92.22594809532166","92.22594809532166","92.22594809532166","97.07972598075867","97.07972598075867","97.07972598075867","320.51687026023865","320.51687026023865","320.51687026023865","312.5390374660492","312.5390374660492","312.5390374660492","","","","294.6386659145355","294.6386659145355","294.6386659145355","301.8272285461426","301.8272285461426","301.8272285461426"
"13","92.18551135063171","92.18551135063171","92.18551135063171","92.38801455497742","92.38801455497742","92.38801455497742","312.2502815723419","312.2502815723419","312.2502815723419","295.83434104919434","295.83434104919434","295.83434104919434","","","","313.33595156669617","313.33595156669617","313.33595156669617","300.04062390327454","300.04062390327454","300.04062390327454"
"14","92.40363359451294","92.40363359451294","92.40363359451294","92.2099335193634","92.2099335193634","92.2099335193634","324.4484074115753","324.4484074115753","324.4484074115753","313.6113426685333","313.6113426685333","313.6113426685333","","","","299.3414714336395","299.3414714336395","299.3414714336395","315.72794342041016","315.72794342041016","315.72794342041016"
"15","93.88945603370667","93.88945603370667","93.88945603370667","94.0404360294342","94.0404360294342","94.0404360294342","324.88686656951904","324.88686656951904","324.88686656951904","294.4612944126129","294.4612944126129","294.4612944126129","","","","295.8712341785431","295.8712341785431","295.8712341785431","401.93374133110046","401.93374133110046","401.93374133110046"
"16","92.35887503623962","92.35887503623962","92.35887503623962","92.40522861480713","92.40522861480713","92.40522861480713","322.1243906021118","322.1243906021118","322.1243906021118","302.2996919155121","302.2996919155121","302.2996919155121","","","","298.4211103916168","298.4211103916168","298.4211103916168","352.13697695732117","352.13697695732117","352.13697695732117"
"17","92.35046720504761","92.35046720504761","92.35046720504761","92.19516682624817","92.19516682624817","92.19516682624817","315.6509714126587","315.6509714126587","315.6509714126587","295.38893032073975","295.38893032073975","295.38893032073975","","","","297.2969899177551","297.2969899177551","297.2969899177551","321.0322437286377","321.0322437286377","321.0322437286377"
"18","92.27269291877747","92.27269291877747","92.27269291877747","92.25529742240906","92.25529742240906","92.25529742240906","306.2895908355713","306.2895908355713","306.2895908355713","320.0054740905762","320.0054740905762","320.0054740905762","","","","303.0235481262207","303.0235481262207","303.0235481262207","316.4497752189636","316.4497752189636","316.4497752189636"
"19","95.0964868068695","95.0964868068695","95.0964868068695","92.2633318901062","92.2633318901062","92.2633318901062","313.65418815612793","313.65418815612793","313.65418815612793","307.4877622127533","307.4877622127533","307.4877622127533","","","","309.97546458244324","309.97546458244324","309.97546458244324","410.7687289714813","410.7687289714813","410.7687289714813"
"20","94.04549431800842","94.04549431800842","94.04549431800842","94.23990178108215","94.23990178108215","94.23990178108215","307.959499835968","307.959499835968","307.959499835968","298.34060645103455","298.34060645103455","298.34060645103455","","","","308.1943085193634","308.1943085193634","308.1943085193634","313.3433976173401","313.3433976173401","313.3433976173401"
"21","92.22898602485657","92.22898602485657","92.22898602485657","92.14388346672058","92.14388346672058","92.14388346672058","322.0811846256256","322.0811846256256","322.0811846256256","308.2862205505371","308.2862205505371","308.2862205505371","","","","309.69418382644653","309.69418382644653","309.69418382644653","316.11968755722046","316.11968755722046","316.11968755722046"
"22","92.1688883304596","92.1688883304596","92.1688883304596","92.33449053764343","92.33449053764343","92.33449053764343","316.4767093658447","316.4767093658447","316.4767093658447","291.01510071754456","291.01510071754456","291.01510071754456","","","","297.2011878490448","297.2011878490448","297.2011878490448","316.10725569725037","316.10725569725037","316.10725569725037"
"23","92.11363124847412","92.11363124847412","92.11363124847412","92.20768547058105","92.20768547058105","92.20768547058105","319.3319683074951","319.3319683074951","319.3319683074951","302.64525032043457","302.64525032043457","302.64525032043457","","","","293.2155272960663","293.2155272960663","293.2155272960663","315.8856883049011","315.8856883049011","315.8856883049011"
"24","92.29132533073425","92.29132533073425","92.29132533073425","92.06626629829407","92.06626629829407","92.06626629829407","310.5560395717621","310.5560395717621","310.5560395717621","312.5268771648407","312.5268771648407","312.5268771648407","","","","301.7551736831665","301.7551736831665","301.7551736831665","306.91694951057434","306.91694951057434","306.91694951057434"
"25","93.80416226387024","93.80416226387024","93.80416226387024","97.35131478309631","97.35131478309631","97.35131478309631","","","","294.76832365989685","294.76832365989685","294.76832365989685","","","","300.492653131485","300.492653131485","300.492653131485","303.78068232536316","303.78068232536316","303.78068232536316"
"26","97.72166204452515","97.72166204452515","97.72166204452515","94.89794206619263","94.89794206619263","94.89794206619263","","","","","","","","","","322.44549679756165","322.44549679756165","322.44549679756165","308.1092336177826","308.1092336177826","308.1092336177826"
"27","92.05033206939697","92.05033206939697","92.05033206939697","92.0683479309082","92.0683479309082","92.0683479309082","","","","","","","","","","306.17359590530396","306.17359590530396","306.17359590530396","305.1960651874542","305.1960651874542","305.1960651874542"
"28","92.24286699295044","92.24286699295044","92.24286699295044","96.64175748825073","96.64175748825073","96.64175748825073","","","","","","","","","","301.22816824913025","301.22816824913025","301.22816824913025","308.58381938934326","308.58381938934326","308.58381938934326"
"29","94.40048551559448","94.40048551559448","94.40048551559448","91.97873115539551","91.97873115539551","91.97873115539551","","","","","","","","","","299.2820565700531","299.2820565700531","299.2820565700531","307.78364181518555","307.78364181518555","307.78364181518555"
"30","91.93062114715576","91.93062114715576","91.93062114715576","92.19618654251099","92.19618654251099","92.19618654251099","","","","","","","","","","310.617648601532","310.617648601532","310.617648601532","298.4542598724365","298.4542598724365","298.4542598724365"
"31","93.71750116348267","93.71750116348267","93.71750116348267","95.30757188796997","95.30757188796997","95.30757188796997","","","","","","","","","","305.1928565502167","305.1928565502167","305.1928565502167","299.1262288093567","299.1262288093567","299.1262288093567"
"32","92.15529775619507","92.15529775619507","92.15529775619507","92.27437210083008","92.27437210083008","92.27437210083008","","","","","","","","","","308.7805576324463","308.7805576324463","308.7805576324463","307.0618236064911","307.0618236064911","307.0618236064911"
"33","92.01981782913208","92.01981782913208","92.01981782913208","92.09618258476257","92.09618258476257","92.09618258476257","","","","","","","","","","303.78287076950073","303.78287076950073","303.78287076950073","298.24097061157227","298.24097061157227","298.24097061157227"
"34","92.23541975021362","92.23541975021362","92.23541975021362","92.2592384815216","92.2592384815216","92.2592384815216","","","","","","","","","","","","","","",""
"35","95.06165432929993","95.06165432929993","95.06165432929993","92.17270541191101","92.17270541191101","92.17270541191101","","","","","","","","","","","","","","",""
"36","93.55187463760376","93.55187463760376","93.55187463760376","95.43475127220154","95.43475127220154","95.43475127220154","","","","","","","","","","","","","","",""
"37","91.97519326210022","91.97519326210022","91.97519326210022","92.05216693878174","92.05216693878174","92.05216693878174","","","","","","","","","","","","","","",""
"38","92.090989112854","92.090989112854","92.090989112854","92.18346977233887","92.18346977233887","92.18346977233887","","","","","","","","","","","","","","",""
"39","","","","92.0257019996643","92.0257019996643","92.0257019996643","","","","","","","","","","","","","","",""
"40","","","","92.11250901222229","92.11250901222229","92.11250901222229","","","","","","","","","","","","","","",""
"41","","","","92.20702409744263","92.20702409744263","92.20702409744263","","","","","","","","","","","","","","",""
"42","","","","95.47024607658386","95.47024607658386","95.47024607658386","","","","","","","","","","","","","","",""
"43","","","","92.13253784179688","92.13253784179688","92.13253784179688","","","","","","","","","","","","","","",""
"44","","","","92.77305459976196","92.77305459976196","92.77305459976196","","","","","","","","","","","","","","",""
"45","","","","96.60572052001953","96.60572052001953","96.60572052001953","","","","","","","","","","","","","","",""
"46","","","","92.30302214622498","92.30302214622498","92.30302214622498","","","","","","","","","","","","","","",""
"47","","","","95.24152684211731","95.24152684211731","95.24152684211731","","","","","","","","","","","","","","",""
"48","","","","92.25027894973755","92.25027894973755","92.25027894973755","","","","","","","","","","","","","","",""
"49","","","","92.39017033576965","92.39017033576965","92.39017033576965","","","","","","","","","","","","","","",""
"50","","","","92.42888402938843","92.42888402938843","92.42888402938843","","","","","","","","","","","","","","",""
"51","","","","92.16163539886475","92.16163539886475","92.16163539886475","","","","","","","","","","","","","","",""
"52","","","","93.95168375968933","93.95168375968933","93.95168375968933","","","","","","","","","","","","","","",""
"53","","","","93.19791078567505","93.19791078567505","93.19791078567505","","","","","","","","","","","","","","",""
"54","","","","92.15543556213379","92.15543556213379","92.15543556213379","","","","","","","","","","","","","","",""
"55","","","","92.19937705993652","92.19937705993652","92.19937705993652","","","","","","","","","","","","","","",""
"56","","","","92.44177556037903","92.44177556037903","92.44177556037903","","","","","","","","","","","","","","",""
"57","","","","92.22250938415527","92.22250938415527","92.22250938415527","","","","","","","","","","","","","","",""
"58","","","","95.3781316280365","95.3781316280365","95.3781316280365","","","","","","","","","","","","","","",""
"59","","","","92.0588858127594","92.0588858127594","92.0588858127594","","","","","","","","","","","","","","",""
"60","","","","92.342041015625","92.342041015625","92.342041015625","","","","","","","","","","","","","","",""
"61","","","","92.16545915603638","92.16545915603638","92.16545915603638","","","","","","","","","","","","","","",""
"62","","","","92.14653301239014","92.14653301239014","92.14653301239014","","","","","","","","","","","","","","",""
"63","","","","95.89259362220764","95.89259362220764","95.89259362220764","","","","","","","","","","","","","","",""
"64","","","","92.07633352279663","92.07633352279663","92.07633352279663","","","","","","","","","","","","","","",""
"65","","","","92.38487148284912","92.38487148284912","92.38487148284912","","","","","","","","","","","","","","",""
"66","","","","92.0983726978302","92.0983726978302","92.0983726978302","","","","","","","","","","","","","","",""
"67","","","","92.22667241096497","92.22667241096497","92.22667241096497","","","","","","","","","","","","","","",""
"68","","","","92.11945629119873","92.11945629119873","92.11945629119873","","","","","","","","","","","","","","",""
"69","","","","94.85618734359741","94.85618734359741","94.85618734359741","","","","","","","","","","","","","","",""
"70","","","","92.35056400299072","92.35056400299072","92.35056400299072","","","","","","","","","","","","","","",""
"71","","","","92.151202917099","92.151202917099","92.151202917099","","","","","","","","","","","","","","",""
"72","","","","92.140780210495","92.140780210495","92.140780210495","","","","","","","","","","","","","","",""
"73","","","","92.22480034828186","92.22480034828186","92.22480034828186","","","","","","","","","","","","","","",""
"74","","","","96.167245388031","96.167245388031","96.167245388031","","","","","","","","","","","","","","",""
"75","","","","92.24280667304993","92.24280667304993","92.24280667304993","","","","","","","","","","","","","","",""
"76","","","","92.315425157547","92.315425157547","92.315425157547","","","","","","","","","","","","","","",""
"77","","","","92.14315915107727","92.14315915107727","92.14315915107727","","","","","","","","","","","","","","",""
"78","","","","92.26760935783386","92.26760935783386","92.26760935783386","","","","","","","","","","","","","","",""
"79","","","","96.65826916694641","96.65826916694641","96.65826916694641","","","","","","","","","","","","","","",""
"80","","","","92.68636679649353","92.68636679649353","92.68636679649353","","","","","","","","","","","","","","",""
"81","","","","92.17356467247009","92.17356467247009","92.17356467247009","","","","","","","","","","","","","","",""
"82","","","","92.17876744270325","92.17876744270325","92.17876744270325","","","","","","","","","","","","","","",""
"83","","","","92.23884177207947","92.23884177207947","92.23884177207947","","","","","","","","","","","","","","",""
"84","","","","92.19216346740723","92.19216346740723","92.19216346740723","","","","","","","","","","","","","","",""
"85","","","","97.49054145812988","97.49054145812988","97.49054145812988","","","","","","","","","","","","","","",""
"86","","","","92.19271874427795","92.19271874427795","92.19271874427795","","","","","","","","","","","","","","",""
"87","","","","92.26550388336182","92.26550388336182","92.26550388336182","","","","","","","","","","","","","","",""
"88","","","","92.12530040740967","92.12530040740967","92.12530040740967","","","","","","","","","","","","","","",""
"89","","","","92.01625680923462","92.01625680923462","92.01625680923462","","","","","","","","","","","","","","",""
"90","","","","96.97164463996887","96.97164463996887","96.97164463996887","","","","","","","","","","","","","","",""
"91","","","","92.05102205276489","92.05102205276489","92.05102205276489","","","","","","","","","","","","","","",""
"92","","","","95.72276306152344","95.72276306152344","95.72276306152344","","","","","","","","","","","","","","",""
"93","","","","92.08461546897888","92.08461546897888","92.08461546897888","","","","","","","","","","","","","","",""
"94","","","","92.00388193130493","92.00388193130493","92.00388193130493","","","","","","","","","","","","","","",""
"95","","","","96.98712372779846","96.98712372779846","96.98712372779846","","","","","","","","","","","","","","",""
"96","","","","93.13794875144958","93.13794875144958","93.13794875144958","","","","","","","","","","","","","","",""
"97","","","","92.24193406105042","92.24193406105042","92.24193406105042","","","","","","","","","","","","","","",""
"98","","","","92.16410994529724","92.16410994529724","92.16410994529724","","","","","","","","","","","","","","",""
"99","","","","91.94306302070618","91.94306302070618","91.94306302070618","","","","","","","","","","","","","","",""
"100","","","","92.44729804992676","92.44729804992676","92.44729804992676","","","","","","","","","","","","","","",""
"101","","","","97.41329526901245","97.41329526901245","97.41329526901245","","","","","","","","","","","","","","",""
"102","","","","92.2598979473114","92.2598979473114","92.2598979473114","","","","","","","","","","","","","","",""
"103","","","","92.17362189292908","92.17362189292908","92.17362189292908","","","","","","","","","","","","","","",""
"104","","","","91.90986156463623","91.90986156463623","91.90986156463623","","","","","","","","","","","","","","",""
"105","","","","92.43854522705078","92.43854522705078","92.43854522705078","","","","","","","","","","","","","","",""
"106","","","","97.40681099891663","97.40681099891663","97.40681099891663","","","","","","","","","","","","","","",""
"107","","","","92.29677724838257","92.29677724838257","92.29677724838257","","","","","","","","","","","","","","",""
"108","","","","92.14140248298645","92.14140248298645","92.14140248298645","","","","","","","","","","","","","","",""
"109","","","","91.90875124931335","91.90875124931335","91.90875124931335","","","","","","","","","","","","","","",""
