"Step","leafy-bee-11 - loss","leafy-bee-11 - loss__MIN","leafy-bee-11 - loss__MAX","valiant-wood-10 - loss","valiant-wood-10 - loss__MIN","valiant-wood-10 - loss__MAX","skilled-river-9 - loss","skilled-river-9 - loss__MIN","skilled-river-9 - loss__MAX","breezy-sea-7 - loss","breezy-sea-7 - loss__MIN","breezy-sea-7 - loss__MAX","morning-mountain-5 - loss","morning-mountain-5 - loss__MIN","morning-mountain-5 - loss__MAX","wandering-music-4 - loss","wandering-music-4 - loss__MIN","wandering-music-4 - loss__MAX","stoic-sound-3 - loss","stoic-sound-3 - loss__MIN","stoic-sound-3 - loss__MAX"
"32","1.7486045624201114","1.7486045624201114","1.7486045624201114","1.839449827487652","1.839449827487652","1.839449827487652","","","","","","","","","","2.0033638779169474","2.0033638779169474","2.0033638779169474","2.2032573391229677","2.2032573391229677","2.2032573391229677"
"33","1.8081484203919387","1.8081484203919387","1.8081484203919387","1.9021830696326036","1.9021830696326036","1.9021830696326036","","","","","","","","","","2.0781543942598195","2.0781543942598195","2.0781543942598195","2.2861656760558104","2.2861656760558104","2.2861656760558104"
"34","1.80066622984715","1.80066622984715","1.80066622984715","1.8940853060056002","1.8940853060056002","1.8940853060056002","","","","","","","","","","","","","","",""
"35","1.8113420926607573","1.8113420926607573","1.8113420926607573","1.9040450472862294","1.9040450472862294","1.9040450472862294","","","","","","","","","","","","","","",""
"36","1.7705526470373838","1.7705526470373838","1.7705526470373838","1.859262616206438","1.859262616206438","1.859262616206438","","","","","","","","","","","","","","",""
"37","1.832048577375901","1.832048577375901","1.832048577375901","1.9261931773179617","1.9261931773179617","1.9261931773179617","","","","","","","","","","","","","","",""
"38","1.7620649353051796","1.7620649353051796","1.7620649353051796","1.8473404554220347","1.8473404554220347","1.8473404554220347","","","","","","","","","","","","","","",""
"39","","","","1.8635282398034365","1.8635282398034365","1.8635282398034365","","","","","","","","","","","","","","",""
"40","","","","1.934703230093687","1.934703230093687","1.934703230093687","","","","","","","","","","","","","","",""
"41","","","","1.8955566936578505","1.8955566936578505","1.8955566936578505","","","","","","","","","","","","","","",""
"42","","","","1.9085877182391973","1.9085877182391973","1.9085877182391973","","","","","","","","","","","","","","",""
"43","","","","1.9500870337853065","1.9500870337853065","1.9500870337853065","","","","","","","","","","","","","","",""
"44","","","","1.8534916329842348","1.8534916329842348","1.8534916329842348","","","","","","","","","","","","","","",""
"45","","","","1.9059732055816896","1.9059732055816896","1.9059732055816896","","","","","","","","","","","","","","",""
"46","","","","1.8706842049574242","1.8706842049574242","1.8706842049574242","","","","","","","","","","","","","","",""
"47","","","","1.8934352233623848","1.8934352233623848","1.8934352233623848","","","","","","","","","","","","","","",""
"48","","","","1.811249886185695","1.811249886185695","1.811249886185695","","","","","","","","","","","","","","",""
"49","","","","1.885380317003299","1.885380317003299","1.885380317003299","","","","","","","","","","","","","","",""
"50","","","","1.8821875880926082","1.8821875880926082","1.8821875880926082","","","","","","","","","","","","","","",""
"51","","","","1.9530684699614842","1.9530684699614842","1.9530684699614842","","","","","","","","","","","","","","",""
"52","","","","1.8607345991409743","1.8607345991409743","1.8607345991409743","","","","","","","","","","","","","","",""
"53","","","","1.8703405325993514","1.8703405325993514","1.8703405325993514","","","","","","","","","","","","","","",""
"54","","","","1.8507917993343794","1.8507917993343794","1.8507917993343794","","","","","","","","","","","","","","",""
"55","","","","1.8706437463943775","1.8706437463943775","1.8706437463943775","","","","","","","","","","","","","","",""
"56","","","","1.9002122638317256","1.9002122638317256","1.9002122638317256","","","","","","","","","","","","","","",""
"57","","","","1.8801367370746074","1.8801367370746074","1.8801367370746074","","","","","","","","","","","","","","",""
"58","","","","1.9216049905770864","1.9216049905770864","1.9216049905770864","","","","","","","","","","","","","","",""
"59","","","","1.8679692959174132","1.8679692959174132","1.8679692959174132","","","","","","","","","","","","","","",""
"60","","","","1.8754345606534908","1.8754345606534908","1.8754345606534908","","","","","","","","","","","","","","",""
"61","","","","1.8527275847318845","1.8527275847318845","1.8527275847318845","","","","","","","","","","","","","","",""
"62","","","","1.8321451124472496","1.8321451124472496","1.8321451124472496","","","","","","","","","","","","","","",""
"63","","","","1.7956968171474261","1.7956968171474261","1.7956968171474261","","","","","","","","","","","","","","",""
"64","","","","1.8295794469423783","1.8295794469423783","1.8295794469423783","","","","","","","","","","","","","","",""
"65","","","","1.8342721794660275","1.8342721794660275","1.8342721794660275","","","","","","","","","","","","","","",""
"66","","","","1.8765322325321345","1.8765322325321345","1.8765322325321345","","","","","","","","","","","","","","",""
"67","","","","1.8386996407539418","1.8386996407539418","1.8386996407539418","","","","","","","","","","","","","","",""
"68","","","","1.8132101037563422","1.8132101037563422","1.8132101037563422","","","","","","","","","","","","","","",""
"69","","","","1.823737742809149","1.823737742809149","1.823737742809149","","","","","","","","","","","","","","",""
"70","","","","1.9000725211241307","1.9000725211241307","1.9000725211241307","","","","","","","","","","","","","","",""
"71","","","","1.8323583595263653","1.8323583595263653","1.8323583595263653","","","","","","","","","","","","","","",""
"72","","","","1.8853410570285258","1.8853410570285258","1.8853410570285258","","","","","","","","","","","","","","",""
"73","","","","1.9143076019409375","1.9143076019409375","1.9143076019409375","","","","","","","","","","","","","","",""
"74","","","","1.8161883258666747","1.8161883258666747","1.8161883258666747","","","","","","","","","","","","","","",""
"75","","","","1.8219861094004068","1.8219861094004068","1.8219861094004068","","","","","","","","","","","","","","",""
"76","","","","1.8696830291778614","1.8696830291778614","1.8696830291778614","","","","","","","","","","","","","","",""
"77","","","","1.8631831579483473","1.8631831579483473","1.8631831579483473","","","","","","","","","","","","","","",""
"78","","","","1.8636759168062456","1.8636759168062456","1.8636759168062456","","","","","","","","","","","","","","",""
"79","","","","1.8894506242030706","1.8894506242030706","1.8894506242030706","","","","","","","","","","","","","","",""
"80","","","","1.8064883141181407","1.8064883141181407","1.8064883141181407","","","","","","","","","","","","","","",""
"81","","","","1.8196812585378304","1.8196812585378304","1.8196812585378304","","","","","","","","","","","","","","",""
"82","","","","1.8272458643485339","1.8272458643485339","1.8272458643485339","","","","","","","","","","","","","","",""
"83","","","","1.8496946058212183","1.8496946058212183","1.8496946058212183","","","","","","","","","","","","","","",""
"84","","","","1.7840318500231473","1.7840318500231473","1.7840318500231473","","","","","","","","","","","","","","",""
"85","","","","1.8536226172477772","1.8536226172477772","1.8536226172477772","","","","","","","","","","","","","","",""
"86","","","","1.8296707360408244","1.8296707360408244","1.8296707360408244","","","","","","","","","","","","","","",""
"87","","","","1.8436016891247187","1.8436016891247187","1.8436016891247187","","","","","","","","","","","","","","",""
"88","","","","1.8727409484294744","1.8727409484294744","1.8727409484294744","","","","","","","","","","","","","","",""
"89","","","","1.7875600296717424","1.7875600296717424","1.7875600296717424","","","","","","","","","","","","","","",""
"90","","","","1.8285505935931816","1.8285505935931816","1.8285505935931816","","","","","","","","","","","","","","",""
"91","","","","1.8476362243676796","1.8476362243676796","1.8476362243676796","","","","","","","","","","","","","","",""
"92","","","","1.8523660523769183","1.8523660523769183","1.8523660523769183","","","","","","","","","","","","","","",""
"93","","","","1.8362019574030852","1.8362019574030852","1.8362019574030852","","","","","","","","","","","","","","",""
"94","","","","1.826585924014067","1.826585924014067","1.826585924014067","","","","","","","","","","","","","","",""
"95","","","","1.8460012150880618","1.8460012150880618","1.8460012150880618","","","","","","","","","","","","","","",""
"96","","","","1.8798328439394634","1.8798328439394634","1.8798328439394634","","","","","","","","","","","","","","",""
"97","","","","1.8099234811006448","1.8099234811006448","1.8099234811006448","","","","","","","","","","","","","","",""
"98","","","","1.7880358340648503","1.7880358340648503","1.7880358340648503","","","","","","","","","","","","","","",""
"99","","","","1.8133504245525751","1.8133504245525751","1.8133504245525751","","","","","","","","","","","","","","",""
"100","","","","1.789960272037066","1.789960272037066","1.789960272037066","","","","","","","","","","","","","","",""
"101","","","","1.8370861212412517","1.8370861212412517","1.8370861212412517","","","","","","","","","","","","","","",""
"102","","","","1.8419299186804357","1.8419299186804357","1.8419299186804357","","","","","","","","","","","","","","",""
"103","","","","1.7837040791144738","1.7837040791144738","1.7837040791144738","","","","","","","","","","","","","","",""
"104","","","","1.8746054283319376","1.8746054283319376","1.8746054283319376","","","","","","","","","","","","","","",""
"105","","","","1.8321197067315762","1.8321197067315762","1.8321197067315762","","","","","","","","","","","","","","",""
"106","","","","1.8229270183887236","1.8229270183887236","1.8229270183887236","","","","","","","","","","","","","","",""
"107","","","","1.7978739203550878","1.7978739203550878","1.7978739203550878","","","","","","","","","","","","","","",""
"108","","","","1.830708282498213","1.830708282498213","1.830708282498213","","","","","","","","","","","","","","",""
"109","","","","1.841220655502417","1.841220655502417","1.841220655502417","","","","","","","","","","","","","","",""
