"Step","leafy-bee-11 - train-top1-acc","leafy-bee-11 - train-top1-acc__MIN","leafy-bee-11 - train-top1-acc__MAX","valiant-wood-10 - train-top1-acc","valiant-wood-10 - train-top1-acc__MIN","valiant-wood-10 - train-top1-acc__MAX","skilled-river-9 - train-top1-acc","skilled-river-9 - train-top1-acc__MIN","skilled-river-9 - train-top1-acc__MAX","breezy-sea-7 - train-top1-acc","breezy-sea-7 - train-top1-acc__MIN","breezy-sea-7 - train-top1-acc__MAX","morning-mountain-5 - train-top1-acc","morning-mountain-5 - train-top1-acc__MIN","morning-mountain-5 - train-top1-acc__MAX","wandering-music-4 - train-top1-acc","wandering-music-4 - train-top1-acc__MIN","wandering-music-4 - train-top1-acc__MAX","stoic-sound-3 - train-top1-acc","stoic-sound-3 - train-top1-acc__MIN","stoic-sound-3 - train-top1-acc__MAX"
"27","88.50950583433493","88.50950583433493","88.50950583433493","86.9537353515625","86.9537353515625","86.9537353515625","","","","","","","","","","83.06642190004007","83.06642190004007","83.06642190004007","79.9053485576923","79.9053485576923","79.9053485576923"
"28","88.02904960436699","88.02904960436699","88.02904960436699","86.45911583533653","86.45911583533653","86.45911583533653","","","","","","","","","","82.60341546474359","82.60341546474359","82.60341546474359","79.50775928986378","79.50775928986378","79.50775928986378"
"29","88.64691318609776","88.64691318609776","88.64691318609776","87.18879895332532","87.18879895332532","87.18879895332532","","","","","","","","","","83.54007036258012","83.54007036258012","83.54007036258012","80.41201860476762","80.41201860476762","80.41201860476762"
"30","88.43602889623398","88.43602889623398","88.43602889623398","86.96187337239583","86.96187337239583","86.96187337239583","","","","","","","","","","83.34194085536859","83.34194085536859","83.34194085536859","80.2829840244391","80.2829840244391","80.2829840244391"
"31","89.41900791266026","89.41900791266026","89.41900791266026","88.01942482972757","88.01942482972757","88.01942482972757","","","","","","","","","","84.54597668770032","84.54597668770032","84.54597668770032","81.49343637319711","81.49343637319711","81.49343637319711"
"32","89.11289312900641","89.11289312900641","89.11289312900641","87.76706793369391","87.76706793369391","87.76706793369391","","","","","","","","","","84.36427972255609","84.36427972255609","84.36427972255609","81.3602545322516","81.3602545322516","81.3602545322516"
"33","87.69202599158653","87.69202599158653","87.69202599158653","86.37257111378206","86.37257111378206","86.37257111378206","","","","","","","","","","82.87330040564903","82.87330040564903","82.87330040564903","79.86551920572917","79.86551920572917","79.86551920572917"
"34","88.08922400841347","88.08922400841347","88.08922400841347","86.67367788461539","86.67367788461539","86.67367788461539","","","","","","","","","","","","","","",""
"35","88.09485802283653","88.09485802283653","88.09485802283653","86.6977789463141","86.6977789463141","86.6977789463141","","","","","","","","","","","","","","",""
"36","88.4228046123798","88.4228046123798","88.4228046123798","87.07173665364583","87.07173665364583","87.07173665364583","","","","","","","","","","","","","","",""
"37","87.7086932842548","87.7086932842548","87.7086932842548","86.30840594951923","86.30840594951923","86.30840594951923","","","","","","","","","","","","","","",""
"38","88.69691506410257","88.69691506410257","88.69691506410257","87.31532952724359","87.31532952724359","87.31532952724359","","","","","","","","","","","","","","",""
"39","","","","87.62942583133012","87.62942583133012","87.62942583133012","","","","","","","","","","","","","","",""
"40","","","","85.38161057692308","85.38161057692308","85.38161057692308","","","","","","","","","","","","","","",""
"41","","","","85.68553435496794","85.68553435496794","85.68553435496794","","","","","","","","","","","","","","",""
"42","","","","86.60959097055289","86.60959097055289","86.60959097055289","","","","","","","","","","","","","","",""
"43","","","","85.93593499599359","85.93593499599359","85.93593499599359","","","","","","","","","","","","","","",""
"44","","","","87.88279997996794","87.88279997996794","87.88279997996794","","","","","","","","","","","","","","",""
"45","","","","86.60176595052083","86.60176595052083","86.60176595052083","","","","","","","","","","","","","","",""
"46","","","","86.88761393229167","86.88761393229167","86.88761393229167","","","","","","","","","","","","","","",""
"47","","","","86.40011518429488","86.40011518429488","86.40011518429488","","","","","","","","","","","","","","",""
"48","","","","88.72305063100961","88.72305063100961","88.72305063100961","","","","","","","","","","","","","","",""
"49","","","","86.88033666366186","86.88033666366186","86.88033666366186","","","","","","","","","","","","","","",""
"50","","","","86.37742262620192","86.37742262620192","86.37742262620192","","","","","","","","","","","","","","",""
"51","","","","86.27647986778847","86.27647986778847","86.27647986778847","","","","","","","","","","","","","","",""
"52","","","","87.21689077524039","87.21689077524039","87.21689077524039","","","","","","","","","","","","","","",""
"53","","","","88.21403307792468","88.21403307792468","88.21403307792468","","","","","","","","","","","","","","",""
"54","","","","87.70118126502403","87.70118126502403","87.70118126502403","","","","","","","","","","","","","","",""
"55","","","","87.0670416416266","87.0670416416266","87.0670416416266","","","","","","","","","","","","","","",""
"56","","","","86.53838328826122","86.53838328826122","86.53838328826122","","","","","","","","","","","","","","",""
"57","","","","86.72109750600961","86.72109750600961","86.72109750600961","","","","","","","","","","","","","","",""
"58","","","","86.91727075821314","86.91727075821314","86.91727075821314","","","","","","","","","","","","","","",""
"59","","","","87.14615259415064","87.14615259415064","87.14615259415064","","","","","","","","","","","","","","",""
"60","","","","87.71957006209936","87.71957006209936","87.71957006209936","","","","","","","","","","","","","","",""
"61","","","","87.13183280749199","87.13183280749199","87.13183280749199","","","","","","","","","","","","","","",""
"62","","","","88.2511236728766","88.2511236728766","88.2511236728766","","","","","","","","","","","","","","",""
"63","","","","88.42718662359776","88.42718662359776","88.42718662359776","","","","","","","","","","","","","","",""
"64","","","","87.75885166266026","87.75885166266026","87.75885166266026","","","","","","","","","","","","","","",""
"65","","","","87.58865747696314","87.58865747696314","87.58865747696314","","","","","","","","","","","","","","",""
"66","","","","86.40105418669872","86.40105418669872","86.40105418669872","","","","","","","","","","","","","","",""
"67","","","","87.48059395032051","87.48059395032051","87.48059395032051","","","","","","","","","","","","","","",""
"68","","","","88.29220502804488","88.29220502804488","88.29220502804488","","","","","","","","","","","","","","",""
"69","","","","87.8379626151843","87.8379626151843","87.8379626151843","","","","","","","","","","","","","","",""
"70","","","","86.9891826923077","86.9891826923077","86.9891826923077","","","","","","","","","","","","","","",""
"71","","","","87.32824081029648","87.32824081029648","87.32824081029648","","","","","","","","","","","","","","",""
"72","","","","86.99019994491186","86.99019994491186","86.99019994491186","","","","","","","","","","","","","","",""
"73","","","","86.23516376201923","86.23516376201923","86.23516376201923","","","","","","","","","","","","","","",""
"74","","","","88.63431490384616","88.63431490384616","88.63431490384616","","","","","","","","","","","","","","",""
"75","","","","87.84664838741988","87.84664838741988","87.84664838741988","","","","","","","","","","","","","","",""
"76","","","","87.51283303285257","87.51283303285257","87.51283303285257","","","","","","","","","","","","","","",""
"77","","","","87.05475636017628","87.05475636017628","87.05475636017628","","","","","","","","","","","","","","",""
"78","","","","87.00647598657852","87.00647598657852","87.00647598657852","","","","","","","","","","","","","","",""
"79","","","","87.20257098858173","87.20257098858173","87.20257098858173","","","","","","","","","","","","","","",""
"80","","","","87.78467422876602","87.78467422876602","87.78467422876602","","","","","","","","","","","","","","",""
"81","","","","88.60387557592148","88.60387557592148","88.60387557592148","","","","","","","","","","","","","","",""
"82","","","","87.96277168469551","87.96277168469551","87.96277168469551","","","","","","","","","","","","","","",""
"83","","","","87.1730706630609","87.1730706630609","87.1730706630609","","","","","","","","","","","","","","",""
"84","","","","88.1412603916266","88.1412603916266","88.1412603916266","","","","","","","","","","","","","","",""
"85","","","","87.24905160757211","87.24905160757211","87.24905160757211","","","","","","","","","","","","","","",""
"86","","","","87.86253317808493","87.86253317808493","87.86253317808493","","","","","","","","","","","","","","",""
"87","","","","87.5911614833734","87.5911614833734","87.5911614833734","","","","","","","","","","","","","","",""
"88","","","","86.75810985076122","86.75810985076122","86.75810985076122","","","","","","","","","","","","","","",""
"89","","","","88.49495129707532","88.49495129707532","88.49495129707532","","","","","","","","","","","","","","",""
"90","","","","87.16148963341347","87.16148963341347","87.16148963341347","","","","","","","","","","","","","","",""
"91","","","","87.83318935296474","87.83318935296474","87.83318935296474","","","","","","","","","","","","","","",""
"92","","","","87.59530874399039","87.59530874399039","87.59530874399039","","","","","","","","","","","","","","",""
"93","","","","87.56103515625","87.56103515625","87.56103515625","","","","","","","","","","","","","","",""
"94","","","","87.77950971554488","87.77950971554488","87.77950971554488","","","","","","","","","","","","","","",""
"95","","","","86.9987292167468","86.9987292167468","86.9987292167468","","","","","","","","","","","","","","",""
"96","","","","86.50410970052083","86.50410970052083","86.50410970052083","","","","","","","","","","","","","","",""
"97","","","","87.93115860376602","87.93115860376602","87.93115860376602","","","","","","","","","","","","","","",""
"98","","","","88.4448711688702","88.4448711688702","88.4448711688702","","","","","","","","","","","","","","",""
"99","","","","88.07803422976762","88.07803422976762","88.07803422976762","","","","","","","","","","","","","","",""
"100","","","","88.38180150741186","88.38180150741186","88.38180150741186","","","","","","","","","","","","","","",""
"101","","","","87.05013959835738","87.05013959835738","87.05013959835738","","","","","","","","","","","","","","",""
"102","","","","87.60555952023238","87.60555952023238","87.60555952023238","","","","","","","","","","","","","","",""
"103","","","","89.49491060697116","89.49491060697116","89.49491060697116","","","","","","","","","","","","","","",""
"104","","","","87.50281700721153","87.50281700721153","87.50281700721153","","","","","","","","","","","","","","",""
"105","","","","88.01105205829327","88.01105205829327","88.01105205829327","","","","","","","","","","","","","","",""
"106","","","","87.8673846905048","87.8673846905048","87.8673846905048","","","","","","","","","","","","","","",""
"107","","","","88.65841596554488","88.65841596554488","88.65841596554488","","","","","","","","","","","","","","",""
"108","","","","87.53536909054488","87.53536909054488","87.53536909054488","","","","","","","","","","","","","","",""
"109","","","","87.36681815905449","87.36681815905449","87.36681815905449","","","","","","","","","","","","","","",""
