"Step","leafy-bee-11 - train-top5-acc","leafy-bee-11 - train-top5-acc__MIN","leafy-bee-11 - train-top5-acc__MAX","valiant-wood-10 - train-top5-acc","valiant-wood-10 - train-top5-acc__MIN","valiant-wood-10 - train-top5-acc__MAX","skilled-river-9 - train-top5-acc","skilled-river-9 - train-top5-acc__MIN","skilled-river-9 - train-top5-acc__MAX","breezy-sea-7 - train-top5-acc","breezy-sea-7 - train-top5-acc__MIN","breezy-sea-7 - train-top5-acc__MAX","morning-mountain-5 - train-top5-acc","morning-mountain-5 - train-top5-acc__MIN","morning-mountain-5 - train-top5-acc__MAX","wandering-music-4 - train-top5-acc","wandering-music-4 - train-top5-acc__MIN","wandering-music-4 - train-top5-acc__MAX","stoic-sound-3 - train-top5-acc","stoic-sound-3 - train-top5-acc__MIN","stoic-sound-3 - train-top5-acc__MAX"
"10","96.42138358874199","96.42138358874199","96.42138358874199","95.41774651943109","95.41774651943109","95.41774651943109","94.99190892928686","94.99190892928686","94.99190892928686","94.61943797576122","94.61943797576122","94.61943797576122","","","","92.63845590444711","92.63845590444711","92.63845590444711","89.45257724859776","89.45257724859776","89.45257724859776"
"11","96.28663674379007","96.28663674379007","96.28663674379007","95.25960286458333","95.25960286458333","95.25960286458333","94.7784423828125","94.7784423828125","94.7784423828125","94.44079276842949","94.44079276842949","94.44079276842949","","","","92.40871331630609","92.40871331630609","92.40871331630609","89.23598069411058","89.23598069411058","89.23598069411058"
"12","96.10736553485577","96.10736553485577","96.10736553485577","94.95575733673878","94.95575733673878","94.95575733673878","94.4785876151843","94.4785876151843","94.4785876151843","94.16550856370192","94.16550856370192","94.16550856370192","","","","91.9330303485577","91.9330303485577","91.9330303485577","88.568115234375","88.568115234375","88.568115234375"
"13","96.40487279647436","96.40487279647436","96.40487279647436","95.42760604467148","95.42760604467148","95.42760604467148","94.98345790765224","94.98345790765224","94.98345790765224","94.7452642978766","94.7452642978766","94.7452642978766","","","","92.73611215444711","92.73611215444711","92.73611215444711","89.91636618589743","89.91636618589743","89.91636618589743"
"14","96.18843274238782","96.18843274238782","96.18843274238782","95.1412103114984","95.1412103114984","95.1412103114984","94.63485326522436","94.63485326522436","94.63485326522436","94.4362542568109","94.4362542568109","94.4362542568109","","","","92.28186974158653","92.28186974158653","92.28186974158653","89.14294120592949","89.14294120592949","89.14294120592949"
"15","95.94468336838942","95.94468336838942","95.94468336838942","94.88016764322917","94.88016764322917","94.88016764322917","94.40620617988782","94.40620617988782","94.40620617988782","94.1554925380609","94.1554925380609","94.1554925380609","","","","91.93271734775641","91.93271734775641","91.93271734775641","88.72539813701923","88.72539813701923","88.72539813701923"
"16","96.36793870192308","96.36793870192308","96.36793870192308","95.32134227263622","95.32134227263622","95.32134227263622","94.97782389322917","94.97782389322917","94.97782389322917","94.7582538311298","94.7582538311298","94.7582538311298","","","","92.71388909755609","92.71388909755609","92.71388909755609","89.97333233173077","89.97333233173077","89.97333233173077"
"17","96.18772849058493","96.18772849058493","96.18772849058493","95.1556865985577","95.1556865985577","95.1556865985577","94.90669446113782","94.90669446113782","94.90669446113782","94.57953037359776","94.57953037359776","94.57953037359776","","","","92.56231845953526","92.56231845953526","92.56231845953526","89.70485589443109","89.70485589443109","89.70485589443109"
"18","96.09766251001602","96.09766251001602","96.09766251001602","95.0599866035657","95.0599866035657","95.0599866035657","94.7727301181891","94.7727301181891","94.7727301181891","94.51051369691507","94.51051369691507","94.51051369691507","","","","92.49212802984776","92.49212802984776","92.49212802984776","89.56963954827724","89.56963954827724","89.56963954827724"
"19","96.47420247395833","96.47420247395833","96.47420247395833","95.53629557291667","95.53629557291667","95.53629557291667","95.23471930088141","95.23471930088141","95.23471930088141","95.1362805488782","95.1362805488782","95.1362805488782","","","","93.23777418870192","93.23777418870192","93.23777418870192","90.69792918669872","90.69792918669872","90.69792918669872"
"20","96.41747107872597","96.41747107872597","96.41747107872597","95.46414888822116","95.46414888822116","95.46414888822116","95.19215119190706","95.19215119190706","95.19215119190706","95.02289600861378","95.02289600861378","95.02289600861378","","","","93.16805326021634","93.16805326021634","93.16805326021634","90.69675543369391","90.69675543369391","90.69675543369391"
"21","96.58523950821314","96.58523950821314","96.58523950821314","95.67738068409456","95.67738068409456","95.67738068409456","95.47447791466347","95.47447791466347","95.47447791466347","95.3136737530048","95.3136737530048","95.3136737530048","","","","93.48191481370192","93.48191481370192","93.48191481370192","91.14974584334936","91.14974584334936","91.14974584334936"
"22","96.27004770132211","96.27004770132211","96.27004770132211","95.38159492688301","95.38159492688301","95.38159492688301","95.05294408553686","95.05294408553686","95.05294408553686","94.91733648838141","94.91733648838141","94.91733648838141","","","","93.02970690604968","93.02970690604968","93.02970690604968","90.61193221654648","90.61193221654648","90.61193221654648"
"23","96.23311360677083","96.23311360677083","96.23311360677083","95.26515862880609","95.26515862880609","95.26515862880609","95.08580916967148","95.08580916967148","95.08580916967148","94.85113681891026","94.85113681891026","94.85113681891026","","","","92.84574068509616","92.84574068509616","92.84574068509616","90.38672814002403","90.38672814002403","90.38672814002403"
"24","96.43891163361378","96.43891163361378","96.43891163361378","95.50382173978366","95.50382173978366","95.50382173978366","95.30052771935097","95.30052771935097","95.30052771935097","95.13800205328526","95.13800205328526","95.13800205328526","","","","93.31696339142628","93.31696339142628","93.31696339142628","91.0869891826923","91.0869891826923","91.0869891826923"
"25","96.25917092347757","96.25917092347757","96.25917092347757","95.2964587089343","95.2964587089343","95.2964587089343","","","","94.93877704326923","94.93877704326923","94.93877704326923","","","","93.0206298828125","93.0206298828125","93.0206298828125","90.59659517728366","90.59659517728366","90.59659517728366"
"26","95.94358786558493","95.94358786558493","95.94358786558493","94.98917017227564","94.98917017227564","94.98917017227564","","","","","","","","","","92.59901780348558","92.59901780348558","92.59901780348558","90.07544884314903","90.07544884314903","90.07544884314903"
"27","96.27223870693109","96.27223870693109","96.27223870693109","95.39082845052083","95.39082845052083","95.39082845052083","","","","","","","","","","93.25671073717949","93.25671073717949","93.25671073717949","91.03503104967949","91.03503104967949","91.03503104967949"
"28","96.18858924278847","96.18858924278847","96.18858924278847","95.21014873798077","95.21014873798077","95.21014873798077","","","","","","","","","","93.060302734375","93.060302734375","93.060302734375","90.80051519931891","90.80051519931891","90.80051519931891"
"29","96.36019193209134","96.36019193209134","96.36019193209134","95.47698192107372","95.47698192107372","95.47698192107372","","","","","","","","","","93.51916190905449","93.51916190905449","93.51916190905449","91.29693447015224","91.29693447015224","91.29693447015224"
"30","96.30823379907852","96.30823379907852","96.30823379907852","95.40866949619391","95.40866949619391","95.40866949619391","","","","","","","","","","93.45914400540866","93.45914400540866","93.45914400540866","91.31837502504007","91.31837502504007","91.31837502504007"
"31","96.55519143129007","96.55519143129007","96.55519143129007","95.7599346454327","95.7599346454327","95.7599346454327","","","","","","","","","","93.98146409254808","93.98146409254808","93.98146409254808","92.07239395532852","92.07239395532852","92.07239395532852"
"32","96.45010141225961","96.45010141225961","96.45010141225961","95.64279409555289","95.64279409555289","95.64279409555289","","","","","","","","","","93.91534267327724","93.91534267327724","93.91534267327724","91.93811661157852","91.93811661157852","91.93811661157852"
"33","96.13404885316507","96.13404885316507","96.13404885316507","95.2801044170673","95.2801044170673","95.2801044170673","","","","","","","","","","93.24293870192308","93.24293870192308","93.24293870192308","91.06155786758814","91.06155786758814","91.06155786758814"
"34","96.21527256109776","96.21527256109776","96.21527256109776","95.37283090444711","95.37283090444711","95.37283090444711","","","","","","","","","","","","","","",""
"35","96.19680551382211","96.19680551382211","96.19680551382211","95.33949631911058","95.33949631911058","95.33949631911058","","","","","","","","","","","","","","",""
"36","96.34884565304488","96.34884565304488","96.34884565304488","95.53066155849359","95.53066155849359","95.53066155849359","","","","","","","","","","","","","","",""
"37","96.07943021334134","96.07943021334134","96.07943021334134","95.22274702023238","95.22274702023238","95.22274702023238","","","","","","","","","","","","","","",""
"38","96.34188138521634","96.34188138521634","96.34188138521634","95.59615697616186","95.59615697616186","95.59615697616186","","","","","","","","","","","","","","",""
"39","","","","95.69185697115384","95.69185697115384","95.69185697115384","","","","","","","","","","","","","","",""
"40","","","","95.02798227163461","95.02798227163461","95.02798227163461","","","","","","","","","","","","","","",""
"41","","","","95.12892503004808","95.12892503004808","95.12892503004808","","","","","","","","","","","","","","",""
"42","","","","95.40819999499199","95.40819999499199","95.40819999499199","","","","","","","","","","","","","","",""
"43","","","","95.1534173427484","95.1534173427484","95.1534173427484","","","","","","","","","","","","","","",""
"44","","","","95.78990447215544","95.78990447215544","95.78990447215544","","","","","","","","","","","","","","",""
"45","","","","95.36797939202724","95.36797939202724","95.36797939202724","","","","","","","","","","","","","","",""
"46","","","","95.51117725861378","95.51117725861378","95.51117725861378","","","","","","","","","","","","","","",""
"47","","","","95.32940204326923","95.32940204326923","95.32940204326923","","","","","","","","","","","","","","",""
"48","","","","96.07598720452724","96.07598720452724","96.07598720452724","","","","","","","","","","","","","","",""
"49","","","","95.50648224659456","95.50648224659456","95.50648224659456","","","","","","","","","","","","","","",""
"50","","","","95.36078037359776","95.36078037359776","95.36078037359776","","","","","","","","","","","","","","",""
"51","","","","95.36085862379808","95.36085862379808","95.36085862379808","","","","","","","","","","","","","","",""
"52","","","","95.65844413561699","95.65844413561699","95.65844413561699","","","","","","","","","","","","","","",""
"53","","","","95.92081705729167","95.92081705729167","95.92081705729167","","","","","","","","","","","","","","",""
"54","","","","95.84413186097757","95.84413186097757","95.84413186097757","","","","","","","","","","","","","","",""
"55","","","","95.60570350060097","95.60570350060097","95.60570350060097","","","","","","","","","","","","","","",""
"56","","","","95.47361716245993","95.47361716245993","95.47361716245993","","","","","","","","","","","","","","",""
"57","","","","95.5718994140625","95.5718994140625","95.5718994140625","","","","","","","","","","","","","","",""
"58","","","","95.49889197716347","95.49889197716347","95.49889197716347","","","","","","","","","","","","","","",""
"59","","","","95.66791240985577","95.66791240985577","95.66791240985577","","","","","","","","","","","","","","",""
"60","","","","95.7985119941907","95.7985119941907","95.7985119941907","","","","","","","","","","","","","","",""
"61","","","","95.71822728866186","95.71822728866186","95.71822728866186","","","","","","","","","","","","","","",""
"62","","","","95.95462114383012","95.95462114383012","95.95462114383012","","","","","","","","","","","","","","",""
"63","","","","96.02348132011218","96.02348132011218","96.02348132011218","","","","","","","","","","","","","","",""
"64","","","","95.84749661959134","95.84749661959134","95.84749661959134","","","","","","","","","","","","","","",""
"65","","","","95.77042017227564","95.77042017227564","95.77042017227564","","","","","","","","","","","","","","",""
"66","","","","95.50953400440706","95.50953400440706","95.50953400440706","","","","","","","","","","","","","","",""
"67","","","","95.83521133814102","95.83521133814102","95.83521133814102","","","","","","","","","","","","","","",""
"68","","","","96.01925580929488","96.01925580929488","96.01925580929488","","","","","","","","","","","","","","",""
"69","","","","95.91651329627403","95.91651329627403","95.91651329627403","","","","","","","","","","","","","","",""
"70","","","","95.62213604266827","95.62213604266827","95.62213604266827","","","","","","","","","","","","","","",""
"71","","","","95.78466170873398","95.78466170873398","95.78466170873398","","","","","","","","","","","","","","",""
"72","","","","95.64373309795673","95.64373309795673","95.64373309795673","","","","","","","","","","","","","","",""
"73","","","","95.48144218249199","95.48144218249199","95.48144218249199","","","","","","","","","","","","","","",""
"74","","","","96.13357935196314","96.13357935196314","96.13357935196314","","","","","","","","","","","","","","",""
"75","","","","95.97066243489583","95.97066243489583","95.97066243489583","","","","","","","","","","","","","","",""
"76","","","","95.82715156750801","95.82715156750801","95.82715156750801","","","","","","","","","","","","","","",""
"77","","","","95.6653301532452","95.6653301532452","95.6653301532452","","","","","","","","","","","","","","",""
"78","","","","95.73599008413461","95.73599008413461","95.73599008413461","","","","","","","","","","","","","","",""
"79","","","","95.76001289563301","95.76001289563301","95.76001289563301","","","","","","","","","","","","","","",""
"80","","","","95.96502842047276","95.96502842047276","95.96502842047276","","","","","","","","","","","","","","",""
"81","","","","96.173095703125","96.173095703125","96.173095703125","","","","","","","","","","","","","","",""
"82","","","","96.01839505709134","96.01839505709134","96.01839505709134","","","","","","","","","","","","","","",""
"83","","","","95.81204927884616","95.81204927884616","95.81204927884616","","","","","","","","","","","","","","",""
"84","","","","96.12927559094551","96.12927559094551","96.12927559094551","","","","","","","","","","","","","","",""
"85","","","","95.8259778145032","95.8259778145032","95.8259778145032","","","","","","","","","","","","","","",""
"86","","","","95.99718925280449","95.99718925280449","95.99718925280449","","","","","","","","","","","","","","",""
"87","","","","95.95133463541667","95.95133463541667","95.95133463541667","","","","","","","","","","","","","","",""
"88","","","","95.70382925180289","95.70382925180289","95.70382925180289","","","","","","","","","","","","","","",""
"89","","","","96.17356520432692","96.17356520432692","96.17356520432692","","","","","","","","","","","","","","",""
"90","","","","95.84499261318109","95.84499261318109","95.84499261318109","","","","","","","","","","","","","","",""
"91","","","","95.97324469150641","95.97324469150641","95.97324469150641","","","","","","","","","","","","","","",""
"92","","","","95.96150716145833","95.96150716145833","95.96150716145833","","","","","","","","","","","","","","",""
"93","","","","95.93138083433493","95.93138083433493","95.93138083433493","","","","","","","","","","","","","","",""
"94","","","","96.03474934895833","96.03474934895833","96.03474934895833","","","","","","","","","","","","","","",""
"95","","","","95.79749474158653","95.79749474158653","95.79749474158653","","","","","","","","","","","","","","",""
"96","","","","95.65257537059294","95.65257537059294","95.65257537059294","","","","","","","","","","","","","","",""
"97","","","","96.05712890625","96.05712890625","96.05712890625","","","","","","","","","","","","","","",""
"98","","","","96.21707231570512","96.21707231570512","96.21707231570512","","","","","","","","","","","","","","",""
"99","","","","96.15548940805289","96.15548940805289","96.15548940805289","","","","","","","","","","","","","","",""
"100","","","","96.18616348657852","96.18616348657852","96.18616348657852","","","","","","","","","","","","","","",""
"101","","","","95.84608811598558","95.84608811598558","95.84608811598558","","","","","","","","","","","","","","",""
"102","","","","95.97332294170673","95.97332294170673","95.97332294170673","","","","","","","","","","","","","","",""
"103","","","","96.47130721654648","96.47130721654648","96.47130721654648","","","","","","","","","","","","","","",""
"104","","","","95.92230381109776","95.92230381109776","95.92230381109776","","","","","","","","","","","","","","",""
"105","","","","96.14242162459936","96.14242162459936","96.14242162459936","","","","","","","","","","","","","","",""
"106","","","","96.05532915164262","96.05532915164262","96.05532915164262","","","","","","","","","","","","","","",""
"107","","","","96.21738531650641","96.21738531650641","96.21738531650641","","","","","","","","","","","","","","",""
"108","","","","95.98748622796474","95.98748622796474","95.98748622796474","","","","","","","","","","","","","","",""
"109","","","","95.96706292568109","95.96706292568109","95.96706292568109","","","","","","","","","","","","","","",""
