"Step","lyric-serenity-11 - train-top1-acc","lyric-serenity-11 - train-top1-acc__MIN","lyric-serenity-11 - train-top1-acc__MAX","generous-sound-8 - train-top1-acc","generous-sound-8 - train-top1-acc__MIN","generous-sound-8 - train-top1-acc__MAX","serene-cloud-7 - train-top1-acc","serene-cloud-7 - train-top1-acc__MIN","serene-cloud-7 - train-top1-acc__MAX","hearty-universe-6 - train-top1-acc","hearty-universe-6 - train-top1-acc__MIN","hearty-universe-6 - train-top1-acc__MAX","hopeful-sun-5 - train-top1-acc","hopeful-sun-5 - train-top1-acc__MIN","hopeful-sun-5 - train-top1-acc__MAX","generous-cherry-4 - train-top1-acc","generous-cherry-4 - train-top1-acc__MIN","generous-cherry-4 - train-top1-acc__MAX"
"20","87.8406231219952","87.8406231219952","87.8406231219952","87.8406231219952","87.8406231219952","87.8406231219952","86.19760366586539","86.19760366586539","86.19760366586539","","","","83.03864307892628","83.03864307892628","83.03864307892628","79.06854091546474","79.06854091546474","79.06854091546474"
"21","88.60872708834134","88.60872708834134","88.60872708834134","88.60872708834134","88.60872708834134","88.60872708834134","86.89285669571314","86.89285669571314","86.89285669571314","","","","83.68209447616186","83.68209447616186","83.68209447616186","79.8435308994391","79.8435308994391","79.8435308994391"
"22","87.75838216145833","87.75838216145833","87.75838216145833","87.75838216145833","87.75838216145833","87.75838216145833","86.00088266225961","86.00088266225961","86.00088266225961","","","","82.75271684695512","82.75271684695512","82.75271684695512","79.12574181189903","79.12574181189903","79.12574181189903"
"23","87.31392102363782","87.31392102363782","87.31392102363782","87.31392102363782","87.31392102363782","87.31392102363782","85.58928660857372","85.58928660857372","85.58928660857372","","","","82.3433117988782","82.3433117988782","82.3433117988782","78.87894068008814","78.87894068008814","78.87894068008814"
"24","88.20886856470352","88.20886856470352","88.20886856470352","88.20886856470352","88.20886856470352","88.20886856470352","86.43579727564102","86.43579727564102","86.43579727564102","","","","83.2916259765625","83.2916259765625","83.2916259765625","79.85996344150641","79.85996344150641","79.85996344150641"
"25","87.30367024739583","87.30367024739583","87.30367024739583","87.30367024739583","87.30367024739583","87.30367024739583","85.66683255709134","85.66683255709134","85.66683255709134","","","","82.59230393629808","82.59230393629808","82.59230393629808","79.24147385817308","79.24147385817308","79.24147385817308"
"26","86.51029146634616","86.51029146634616","86.51029146634616","86.51029146634616","86.51029146634616","86.51029146634616","","","","","","","81.69219188201122","81.69219188201122","81.69219188201122","78.36679311899039","78.36679311899039","78.36679311899039"
"27","87.89774576822917","87.89774576822917","87.89774576822917","87.94813889723558","87.94813889723558","87.94813889723558","","","","","","","83.06642190004007","83.06642190004007","83.06642190004007","79.9053485576923","79.9053485576923","79.9053485576923"
"28","87.43348732972757","87.43348732972757","87.43348732972757","87.46705666566507","87.46705666566507","87.46705666566507","","","","","","","82.60341546474359","82.60341546474359","82.60341546474359","79.50775928986378","79.50775928986378","79.50775928986378"
"29","88.12514085036058","88.12514085036058","88.12514085036058","88.16614395532852","88.16614395532852","88.16614395532852","","","","","","","83.54007036258012","83.54007036258012","83.54007036258012","80.41201860476762","80.41201860476762","80.41201860476762"
"30","87.94790414663461","87.94790414663461","87.94790414663461","87.93389736077724","87.93389736077724","87.93389736077724","","","","","","","83.34194085536859","83.34194085536859","83.34194085536859","80.2829840244391","80.2829840244391","80.2829840244391"
"31","88.95600147736378","88.95600147736378","88.95600147736378","89.0838623046875","89.0838623046875","89.0838623046875","","","","","","","84.54597668770032","84.54597668770032","84.54597668770032","81.49343637319711","81.49343637319711","81.49343637319711"
"32","88.80036182892628","88.80036182892628","88.80036182892628","88.87172601161859","88.87172601161859","88.87172601161859","","","","","","","84.36427972255609","84.36427972255609","84.36427972255609","81.3602545322516","81.3602545322516","81.3602545322516"
"33","87.35171587039262","87.35171587039262","87.35171587039262","87.3394305889423","87.3394305889423","87.3394305889423","","","","","","","82.87330040564903","82.87330040564903","82.87330040564903","","",""
