"Step","eternal-wind-4 - train-top1-acc","eternal-wind-4 - train-top1-acc__MIN","eternal-wind-4 - train-top1-acc__MAX","warm-meadow-3 - train-top1-acc","warm-meadow-3 - train-top1-acc__MIN","warm-meadow-3 - train-top1-acc__MAX","cerulean-sea-2 - train-top1-acc","cerulean-sea-2 - train-top1-acc__MIN","cerulean-sea-2 - train-top1-acc__MAX"
"76","","","","89.21454013922276","89.21454013922276","89.21454013922276","","",""
"77","","","","88.74809069511218","88.74809069511218","88.74809069511218","","",""
"78","","","","88.74691694210738","88.74691694210738","88.74691694210738","","",""
"79","","","","88.92806615584936","88.92806615584936","88.92806615584936","","",""
"80","","","","89.41525190304488","89.41525190304488","89.41525190304488","","",""
"81","","","","90.18100836338141","90.18100836338141","90.18100836338141","","",""
"82","","","","89.47073129507211","89.47073129507211","89.47073129507211","","",""
"83","","","","88.84183443509616","88.84183443509616","88.84183443509616","","",""
"84","","","","89.58067282652243","89.58067282652243","89.58067282652243","","",""
"85","","","","88.88808030348558","88.88808030348558","88.88808030348558","","",""
"86","","","","89.41822541065706","89.41822541065706","89.41822541065706","","",""
"87","","","","89.12400465745192","89.12400465745192","89.12400465745192","","",""
"88","","","","88.40817182491988","88.40817182491988","88.40817182491988","","",""
"89","","","","89.97137607672276","89.97137607672276","89.97137607672276","","",""
"90","","","","88.77673026842949","88.77673026842949","88.77673026842949","","",""
"91","","","","89.33707995292468","89.33707995292468","89.33707995292468","","",""
"92","","","","89.17815379607372","89.17815379607372","89.17815379607372","","",""
"93","","","","89.07799353966347","89.07799353966347","89.07799353966347","","",""
"94","","","","89.29818960336539","89.29818960336539","89.29818960336539","","",""
"95","","","","88.54323167067308","88.54323167067308","88.54323167067308","","",""
"96","","","","88.01199106069711","88.01199106069711","88.01199106069711","","",""
"97","","","","89.33121118790064","89.33121118790064","89.33121118790064","","",""
"98","","","","89.85869578826122","89.85869578826122","89.85869578826122","","",""
"99","","","","89.48192107371794","89.48192107371794","89.48192107371794","","",""
"100","","","","89.74805000500801","89.74805000500801","89.74805000500801","","",""
"101","","","","88.57147999298878","88.57147999298878","88.57147999298878","","",""
"102","","","","89.10123384915866","89.10123384915866","89.10123384915866","","",""
"103","","","","90.8054449619391","90.8054449619391","90.8054449619391","","",""
"104","","","","88.98651905548878","88.98651905548878","88.98651905548878","","",""
"105","","","","89.49717986278044","89.49717986278044","89.49717986278044","","",""
"106","","","","89.25460424178686","89.25460424178686","89.25460424178686","","",""
