"Step","eternal-wind-4 - train-top5-acc","eternal-wind-4 - train-top5-acc__MIN","eternal-wind-4 - train-top5-acc__MAX","warm-meadow-3 - train-top5-acc","warm-meadow-3 - train-top5-acc__MIN","warm-meadow-3 - train-top5-acc__MAX","cerulean-sea-2 - train-top5-acc","cerulean-sea-2 - train-top5-acc__MIN","cerulean-sea-2 - train-top5-acc__MAX"
"91","","","","96.85473319811699","96.85473319811699","96.85473319811699","","",""
"92","","","","96.85645470252403","96.85645470252403","96.85645470252403","","",""
"93","","","","96.85027293669872","96.85027293669872","96.85027293669872","","",""
"94","","","","96.91874186197917","96.91874186197917","96.91874186197917","","",""
"95","","","","96.71779534755609","96.71779534755609","96.71779534755609","","",""
"96","","","","96.61239232772436","96.61239232772436","96.61239232772436","","",""
"97","","","","96.92414112580128","96.92414112580128","96.92414112580128","","",""
"98","","","","97.0268053886218","97.0268053886218","97.0268053886218","","",""
"99","","","","96.97351700220352","96.97351700220352","96.97351700220352","","",""
"100","","","","97.00004382011218","97.00004382011218","97.00004382011218","","",""
"101","","","","96.76067645733173","96.76067645733173","96.76067645733173","","",""
"102","","","","96.8593499599359","96.8593499599359","96.8593499599359","","",""
"103","","","","97.1885485526843","97.1885485526843","97.1885485526843","","",""
"104","","","","96.80582682291667","96.80582682291667","96.80582682291667","","",""
"105","","","","96.96451822916667","96.96451822916667","96.96451822916667","","",""
"106","","","","96.88266851963141","96.88266851963141","96.88266851963141","","",""
