"Step","dashing-field-5 - train-top5-acc","dashing-field-5 - train-top5-acc__MIN","dashing-field-5 - train-top5-acc__MAX","robust-breeze-3 - train-top5-acc","robust-breeze-3 - train-top5-acc__MIN","robust-breeze-3 - train-top5-acc__MAX","eager-sun-1 - train-top5-acc","eager-sun-1 - train-top5-acc__MIN","eager-sun-1 - train-top5-acc__MAX"
"0","96.06808393429488","96.06808393429488","96.06808393429488","94.8333740234375","94.8333740234375","94.8333740234375","94.83963403946314","94.83963403946314","94.83963403946314"
"1","96.03490584935898","96.03490584935898","96.03490584935898","94.78783240685097","94.78783240685097","94.78783240685097","94.8688213641827","94.8688213641827","94.8688213641827"
"2","95.69670848357372","95.69670848357372","95.69670848357372","94.35683030348558","94.35683030348558","94.35683030348558","94.35737805488782","94.35737805488782","94.35737805488782"
"3","95.69037021734776","95.69037021734776","95.69037021734776","94.3462665264423","94.3462665264423","94.3462665264423","94.15142352764423","94.15142352764423","94.15142352764423"
"4","95.794677734375","95.794677734375","95.794677734375","94.5587158203125","94.5587158203125","94.5587158203125","94.59017240084134","94.59017240084134","94.59017240084134"
"5","95.67785018529648","95.67785018529648","95.67785018529648","94.38116611578526","94.38116611578526","94.38116611578526","","",""
"6","96.13506610576923","96.13506610576923","96.13506610576923","94.99276968149039","94.99276968149039","94.99276968149039","","",""
"7","96.17137419871794","96.17137419871794","96.17137419871794","95.02000075120192","95.02000075120192","95.02000075120192","","",""
"8","96.12403282752403","96.12403282752403","96.12403282752403","94.97406788361378","94.97406788361378","94.97406788361378","","",""
"9","96.03967911157852","96.03967911157852","96.03967911157852","94.83955578926282","94.83955578926282","94.83955578926282","","",""
"10","96.27004770132211","96.27004770132211","96.27004770132211","95.16194661458333","95.16194661458333","95.16194661458333","","",""
"11","96.1002447666266","96.1002447666266","96.1002447666266","94.98283190604968","94.98283190604968","94.98283190604968","","",""
"12","95.88904747596153","95.88904747596153","95.88904747596153","94.64424328926282","94.64424328926282","94.64424328926282","","",""
"13","96.2493896484375","96.2493896484375","96.2493896484375","95.2003674629407","95.2003674629407","95.2003674629407","","",""
"14","95.99053798577724","95.99053798577724","95.99053798577724","94.8203844901843","94.8203844901843","94.8203844901843","","",""
"15","95.77918419471153","95.77918419471153","95.77918419471153","94.55895057091347","94.55895057091347","94.55895057091347","","",""
"16","96.197509765625","96.197509765625","96.197509765625","95.05967360276442","95.05967360276442","95.05967360276442","","",""
"17","95.98302596654648","95.98302596654648","95.98302596654648","94.90645971053686","94.90645971053686","94.90645971053686","","",""
"18","95.9633069160657","95.9633069160657","95.9633069160657","94.7914319160657","94.7914319160657","94.7914319160657","","",""
"19","96.33123935797276","96.33123935797276","96.33123935797276","95.29700646033653","95.29700646033653","95.29700646033653","","",""
"20","96.25877967247597","96.25877967247597","96.25877967247597","95.23252829527243","95.23252829527243","95.23252829527243","","",""
"21","96.4404766376202","96.4404766376202","96.4404766376202","95.44325608473558","95.44325608473558","95.44325608473558","","",""
"22","96.13279684995993","96.13279684995993","96.13279684995993","95.10584122095352","95.10584122095352","95.10584122095352","","",""
"23","96.08099521734776","96.08099521734776","96.08099521734776","95.0191399989984","95.0191399989984","95.0191399989984","","",""
"24","96.28843649839743","96.28843649839743","96.28843649839743","95.25349934895833","95.25349934895833","95.25349934895833","","",""
"25","96.09046349158653","96.09046349158653","96.09046349158653","95.03752879607372","95.03752879607372","95.03752879607372","","",""
"26","95.79452123397436","95.79452123397436","95.79452123397436","94.66842260116186","94.66842260116186","94.66842260116186","","",""
"27","96.13146659655449","96.13146659655449","96.13146659655449","95.12955103165064","95.12955103165064","95.12955103165064","","",""
"28","96.00188426482372","96.00188426482372","96.00188426482372","95.00834147135417","95.00834147135417","95.00834147135417","","",""
"29","96.17403470552884","96.17403470552884","96.17403470552884","95.19622020232372","95.19622020232372","95.19622020232372","","",""
"30","96.14899464142628","96.14899464142628","96.14899464142628","95.1328375400641","95.1328375400641","95.1328375400641","","",""
