"Step","dashing-field-5 - epoch_time","dashing-field-5 - epoch_time__MIN","dashing-field-5 - epoch_time__MAX","robust-breeze-3 - epoch_time","robust-breeze-3 - epoch_time__MIN","robust-breeze-3 - epoch_time__MAX","eager-sun-1 - epoch_time","eager-sun-1 - epoch_time__MIN","eager-sun-1 - epoch_time__MAX"
"13","92.82976484298706","92.82976484298706","92.82976484298706","93.6083414554596","93.6083414554596","93.6083414554596","","",""
"14","97.21952438354492","97.21952438354492","97.21952438354492","92.94744086265564","92.94744086265564","92.94744086265564","","",""
"15","93.95704364776611","93.95704364776611","93.95704364776611","100.31877303123474","100.31877303123474","100.31877303123474","","",""
"16","92.39932060241699","92.39932060241699","92.39932060241699","93.13923716545105","93.13923716545105","93.13923716545105","","",""
"17","102.52954506874084","102.52954506874084","102.52954506874084","95.88542747497559","95.88542747497559","95.88542747497559","","",""
"18","92.62608671188354","92.62608671188354","92.62608671188354","97.76793336868286","97.76793336868286","97.76793336868286","","",""
"19","92.79183888435364","92.79183888435364","92.79183888435364","93.35739254951477","93.35739254951477","93.35739254951477","","",""
"20","95.28343081474304","95.28343081474304","95.28343081474304","103.90047454833984","103.90047454833984","103.90047454833984","","",""
"21","92.35848236083984","92.35848236083984","92.35848236083984","94.67138838768005","94.67138838768005","94.67138838768005","","",""
"22","92.46949768066406","92.46949768066406","92.46949768066406","93.26789498329163","93.26789498329163","93.26789498329163","","",""
"23","96.00749802589417","96.00749802589417","96.00749802589417","93.4312915802002","93.4312915802002","93.4312915802002","","",""
"24","92.43936157226562","92.43936157226562","92.43936157226562","92.86458277702332","92.86458277702332","92.86458277702332","","",""
"25","95.17882037162781","95.17882037162781","95.17882037162781","94.35485792160034","94.35485792160034","94.35485792160034","","",""
"26","92.46769618988037","92.46769618988037","92.46769618988037","97.83459901809692","97.83459901809692","97.83459901809692","","",""
"27","96.64678287506104","96.64678287506104","96.64678287506104","93.8528413772583","93.8528413772583","93.8528413772583","","",""
"28","92.28039836883545","92.28039836883545","92.28039836883545","94.09567379951477","94.09567379951477","94.09567379951477","","",""
"29","92.30454659461975","92.30454659461975","92.30454659461975","92.78226709365845","92.78226709365845","92.78226709365845","","",""
"30","93.26988816261292","93.26988816261292","93.26988816261292","96.97713279724121","96.97713279724121","96.97713279724121","","",""
"31","95.45444130897522","95.45444130897522","95.45444130897522","102.796138048172","102.796138048172","102.796138048172","","",""
"32","92.24705123901367","92.24705123901367","92.24705123901367","93.62886309623718","93.62886309623718","93.62886309623718","","",""
"33","94.77932286262512","94.77932286262512","94.77932286262512","93.85783362388611","93.85783362388611","93.85783362388611","","",""
"34","92.19545388221741","92.19545388221741","92.19545388221741","97.363605260849","97.363605260849","97.363605260849","","",""
"35","92.0865683555603","92.0865683555603","92.0865683555603","97.60045552253723","97.60045552253723","97.60045552253723","","",""
"36","95.81220602989197","95.81220602989197","95.81220602989197","96.72626233100891","96.72626233100891","96.72626233100891","","",""
"37","92.24636101722717","92.24636101722717","92.24636101722717","98.26147699356079","98.26147699356079","98.26147699356079","","",""
"38","92.39854717254639","92.39854717254639","92.39854717254639","93.22517848014832","93.22517848014832","93.22517848014832","","",""
"39","92.85150146484375","92.85150146484375","92.85150146484375","92.8159031867981","92.8159031867981","92.8159031867981","","",""
"40","92.21785283088684","92.21785283088684","92.21785283088684","92.9026346206665","92.9026346206665","92.9026346206665","","",""
"41","96.15969586372375","96.15969586372375","96.15969586372375","93.830162525177","93.830162525177","93.830162525177","","",""
"42","92.93903398513794","92.93903398513794","92.93903398513794","98.65598368644714","98.65598368644714","98.65598368644714","","",""
"43","92.05474424362183","92.05474424362183","92.05474424362183","93.36100625991821","93.36100625991821","93.36100625991821","","",""
"44","","","","93.45002508163452","93.45002508163452","93.45002508163452","","",""
"45","","","","92.9697015285492","92.9697015285492","92.9697015285492","","",""
"46","","","","92.89380240440369","92.89380240440369","92.89380240440369","","",""
"47","","","","98.28384637832642","98.28384637832642","98.28384637832642","","",""
"48","","","","93.01961612701416","93.01961612701416","93.01961612701416","","",""
"49","","","","92.65310716629028","92.65310716629028","92.65310716629028","","",""
"50","","","","92.05686736106873","92.05686736106873","92.05686736106873","","",""
"51","","","","92.21564435958862","92.21564435958862","92.21564435958862","","",""
"52","","","","94.44545078277588","94.44545078277588","94.44545078277588","","",""
"53","","","","95.50973129272461","95.50973129272461","95.50973129272461","","",""
"54","","","","92.14071846008301","92.14071846008301","92.14071846008301","","",""
"55","","","","92.15643548965454","92.15643548965454","92.15643548965454","","",""
"56","","","","92.0858268737793","92.0858268737793","92.0858268737793","","",""
"57","","","","92.15150499343872","92.15150499343872","92.15150499343872","","",""
"58","","","","97.01564884185791","97.01564884185791","97.01564884185791","","",""
"59","","","","92.78072667121887","92.78072667121887","92.78072667121887","","",""
"60","","","","92.24355912208557","92.24355912208557","92.24355912208557","","",""
"61","","","","94.43829727172852","94.43829727172852","94.43829727172852","","",""
"62","","","","92.04297661781311","92.04297661781311","92.04297661781311","","",""
"63","","","","98.83961701393127","98.83961701393127","98.83961701393127","","",""
"64","","","","92.67221713066101","92.67221713066101","92.67221713066101","","",""
"65","","","","92.00792717933655","92.00792717933655","92.00792717933655","","",""
"66","","","","92.01138949394226","92.01138949394226","92.01138949394226","","",""
"67","","","","96.30422472953796","96.30422472953796","96.30422472953796","","",""
"68","","","","92.36254668235779","92.36254668235779","92.36254668235779","","",""
"69","","","","96.6038544178009","96.6038544178009","96.6038544178009","","",""
"70","","","","93.1514322757721","93.1514322757721","93.1514322757721","","",""
"71","","","","100.01667952537537","100.01667952537537","100.01667952537537","","",""
"72","","","","91.98233842849731","91.98233842849731","91.98233842849731","","",""
"73","","","","97.51411604881287","97.51411604881287","97.51411604881287","","",""
"74","","","","99.8980872631073","99.8980872631073","99.8980872631073","","",""
"75","","","","92.03512907028198","92.03512907028198","92.03512907028198","","",""
"76","","","","92.24424266815186","92.24424266815186","92.24424266815186","","",""
"77","","","","92.02357125282288","92.02357125282288","92.02357125282288","","",""
"78","","","","92.03813934326172","92.03813934326172","92.03813934326172","","",""
"79","","","","98.00282859802246","98.00282859802246","98.00282859802246","","",""
"80","","","","92.86177659034729","92.86177659034729","92.86177659034729","","",""
"81","","","","91.99289894104004","91.99289894104004","91.99289894104004","","",""
"82","","","","92.12895131111145","92.12895131111145","92.12895131111145","","",""
"83","","","","92.24876666069031","92.24876666069031","92.24876666069031","","",""
"84","","","","92.00833487510681","92.00833487510681","92.00833487510681","","",""
"85","","","","97.93840384483337","97.93840384483337","97.93840384483337","","",""
"86","","","","92.15146994590759","92.15146994590759","92.15146994590759","","",""
"87","","","","92.09842014312744","92.09842014312744","92.09842014312744","","",""
"88","","","","91.97578144073486","91.97578144073486","91.97578144073486","","",""
"89","","","","91.85684514045715","91.85684514045715","91.85684514045715","","",""
"90","","","","98.37376761436462","98.37376761436462","98.37376761436462","","",""
"91","","","","92.02137207984924","92.02137207984924","92.02137207984924","","",""
"92","","","","92.04024338722229","92.04024338722229","92.04024338722229","","",""
"93","","","","92.03519916534424","92.03519916534424","92.03519916534424","","",""
"94","","","","91.79688668251038","91.79688668251038","91.79688668251038","","",""
"95","","","","96.6416232585907","96.6416232585907","96.6416232585907","","",""
"96","","","","93.68390798568726","93.68390798568726","93.68390798568726","","",""
"97","","","","96.16091895103455","96.16091895103455","96.16091895103455","","",""
"98","","","","93.0836181640625","93.0836181640625","93.0836181640625","","",""
"99","","","","91.83051013946533","91.83051013946533","91.83051013946533","","",""
"100","","","","92.11227345466614","92.11227345466614","92.11227345466614","","",""
"101","","","","98.32421875","98.32421875","98.32421875","","",""
"102","","","","91.96540808677673","91.96540808677673","91.96540808677673","","",""
"103","","","","92.01736259460449","92.01736259460449","92.01736259460449","","",""
"104","","","","95.34418058395386","95.34418058395386","95.34418058395386","","",""
"105","","","","92.2769250869751","92.2769250869751","92.2769250869751","","",""
"106","","","","98.35427021980286","98.35427021980286","98.35427021980286","","",""
"107","","","","92.63354849815369","92.63354849815369","92.63354849815369","","",""
"108","","","","92.44419836997986","92.44419836997986","92.44419836997986","","",""
"109","","","","91.7633101940155","91.7633101940155","91.7633101940155","","",""
