"Step","twilight-frost-4 - train-top1-acc","twilight-frost-4 - train-top1-acc__MIN","twilight-frost-4 - train-top1-acc__MAX","helpful-wildflower-5 - train-top1-acc","helpful-wildflower-5 - train-top1-acc__MIN","helpful-wildflower-5 - train-top1-acc__MAX","radiant-gorge-1 - train-top1-acc","radiant-gorge-1 - train-top1-acc__MIN","radiant-gorge-1 - train-top1-acc__MAX"
"75","","","","88.11003856169872","88.11003856169872","88.11003856169872","","",""
"76","","","","87.82818134014423","87.82818134014423","87.82818134014423","","",""
"77","","","","87.39404922876602","87.39404922876602","87.39404922876602","","",""
"78","","","","87.3294928135016","87.3294928135016","87.3294928135016","","",""
"79","","","","87.5022692558093","87.5022692558093","87.5022692558093","","",""
"80","","","","88.1115253155048","88.1115253155048","88.1115253155048","","",""
"81","","","","88.86476174379007","88.86476174379007","88.86476174379007","","",""
"82","","","","88.21137257111378","88.21137257111378","88.21137257111378","","",""
"83","","","","87.4454596103766","87.4454596103766","87.4454596103766","","",""
"84","","","","88.35503993890224","88.35503993890224","88.35503993890224","","",""
"85","","","","87.58998773036859","87.58998773036859","87.58998773036859","","",""
"86","","","","88.11919383513622","88.11919383513622","88.11919383513622","","",""
"87","","","","87.87998297275641","87.87998297275641","87.87998297275641","","",""
"88","","","","87.05929487179488","87.05929487179488","87.05929487179488","","",""
"89","","","","88.77845177283653","88.77845177283653","88.77845177283653","","",""
"90","","","","87.51940604967949","87.51940604967949","87.51940604967949","","",""
"91","","","","88.08718950320512","88.08718950320512","88.08718950320512","","",""
"92","","","","87.89132925180289","87.89132925180289","87.89132925180289","","",""
"93","","","","87.77301494891827","87.77301494891827","87.77301494891827","","",""
"94","","","","88.11191656650641","88.11191656650641","88.11191656650641","","",""
"95","","","","87.26931840945512","87.26931840945512","87.26931840945512","","",""
"96","","","","86.83784680488782","86.83784680488782","86.83784680488782","","",""
"97","","","","88.17123021834936","88.17123021834936","88.17123021834936","","",""
"98","","","","88.6951153094952","88.6951153094952","88.6951153094952","","",""
"99","","","","88.31192407852564","88.31192407852564","88.31192407852564","","",""
"100","","","","88.60144981971153","88.60144981971153","88.60144981971153","","",""
"101","","","","87.32237204527243","87.32237204527243","87.32237204527243","","",""
"102","","","","87.87372295673077","87.87372295673077","87.87372295673077","","",""
"103","","","","89.72449669471153","89.72449669471153","89.72449669471153","","",""
"104","","","","87.76745918469551","87.76745918469551","87.76745918469551","","",""
"105","","","","88.28884026943109","88.28884026943109","88.28884026943109","","",""
"106","","","","88.08703300280449","88.08703300280449","88.08703300280449","","",""
"107","","","","88.91351161858974","88.91351161858974","88.91351161858974","","",""
"108","","","","87.80063726963141","87.80063726963141","87.80063726963141","","",""
