"Step","twilight-frost-4 - train-top5-acc","twilight-frost-4 - train-top5-acc__MIN","twilight-frost-4 - train-top5-acc__MAX","helpful-wildflower-5 - train-top5-acc","helpful-wildflower-5 - train-top5-acc__MIN","helpful-wildflower-5 - train-top5-acc__MAX","radiant-gorge-1 - train-top5-acc","radiant-gorge-1 - train-top5-acc__MIN","radiant-gorge-1 - train-top5-acc__MAX"
"12","96.2288098457532","96.2288098457532","96.2288098457532","95.21327874599359","95.21327874599359","95.21327874599359","94.99605618990384","94.99605618990384","94.99605618990384"
"13","96.51903983874199","96.51903983874199","96.51903983874199","95.62088403946314","95.62088403946314","95.62088403946314","95.56407439403044","95.56407439403044","95.56407439403044"
"14","96.33358686398238","96.33358686398238","96.33358686398238","95.31038724459134","95.31038724459134","95.31038724459134","95.22572052784456","95.22572052784456","95.22572052784456"
"15","96.12974509214743","96.12974509214743","96.12974509214743","95.09026943108974","95.09026943108974","95.09026943108974","94.940185546875","94.940185546875","94.940185546875"
"16","96.47897573617789","96.47897573617789","96.47897573617789","95.56016188401442","95.56016188401442","95.56016188401442","","",""
"17","96.31480681590544","96.31480681590544","96.31480681590544","95.42909279847757","95.42909279847757","95.42909279847757","","",""
"18","96.27575996594551","96.27575996594551","96.27575996594551","95.31852526542468","95.31852526542468","95.31852526542468","","",""
"19","96.58351800380609","96.58351800380609","96.58351800380609","95.76572516025641","95.76572516025641","95.76572516025641","","",""
"20","96.51817908653847","96.51817908653847","96.51817908653847","95.67745893429488","95.67745893429488","95.67745893429488","","",""
"21","96.67655749198718","96.67655749198718","96.67655749198718","95.91087928185097","95.91087928185097","95.91087928185097","","",""
"22","96.43523387419872","96.43523387419872","96.43523387419872","95.58128943810097","95.58128943810097","95.58128943810097","","",""
"23","96.36066143329327","96.36066143329327","96.36066143329327","95.50264798677884","95.50264798677884","95.50264798677884","","",""
"24","96.54940091646634","96.54940091646634","96.54940091646634","95.73606833433493","95.73606833433493","95.73606833433493","","",""
"25","96.36551294571314","96.36551294571314","96.36551294571314","95.4872326973157","95.4872326973157","95.4872326973157","","",""
"26","96.09977526542468","96.09977526542468","96.09977526542468","95.1808831630609","95.1808831630609","95.1808831630609","","",""
"27","96.41050681089743","96.41050681089743","96.41050681089743","95.6020257411859","95.6020257411859","95.6020257411859","","",""
"28","96.29305326021634","96.29305326021634","96.29305326021634","95.4948229667468","95.4948229667468","95.4948229667468","","",""
"29","96.46888146033653","96.46888146033653","96.46888146033653","95.67957168970352","95.67957168970352","95.67957168970352","","",""
"30","96.41567132411859","96.41567132411859","96.41567132411859","95.64561110276442","95.64561110276442","95.64561110276442","","",""
"31","96.64017114883814","96.64017114883814","96.64017114883814","95.93451084234776","95.93451084234776","95.93451084234776","","",""
"32","96.59189077524039","96.59189077524039","96.59189077524039","95.84413186097757","95.84413186097757","95.84413186097757","","",""
"33","96.2677001953125","96.2677001953125","96.2677001953125","95.48292893629808","95.48292893629808","95.48292893629808","","",""
"34","","","","95.6329345703125","95.6329345703125","95.6329345703125","","",""
"35","","","","95.60578175080128","95.60578175080128","95.60578175080128","","",""
"36","","","","95.74185884915866","95.74185884915866","95.74185884915866","","",""
"37","","","","95.48613719451122","95.48613719451122","95.48613719451122","","",""
"38","","","","95.8202655498798","95.8202655498798","95.8202655498798","","",""
"39","","","","95.92144305889423","95.92144305889423","95.92144305889423","","",""
"40","","","","95.24160531850961","95.24160531850961","95.24160531850961","","",""
"41","","","","95.40561773838141","95.40561773838141","95.40561773838141","","",""
"42","","","","95.63997708834134","95.63997708834134","95.63997708834134","","",""
"43","","","","95.39278470552884","95.39278470552884","95.39278470552884","","",""
"44","","","","95.96408941806891","95.96408941806891","95.96408941806891","","",""
"45","","","","95.60648600260417","95.60648600260417","95.60648600260417","","",""
"46","","","","95.71783603766026","95.71783603766026","95.71783603766026","","",""
"47","","","","95.5669696514423","95.5669696514423","95.5669696514423","","",""
"48","","","","96.23053135016026","96.23053135016026","96.23053135016026","","",""
"49","","","","95.7301995693109","95.7301995693109","95.7301995693109","","",""
"50","","","","95.57276016626602","95.57276016626602","95.57276016626602","","",""
"51","","","","95.5920879657452","95.5920879657452","95.5920879657452","","",""
"52","","","","95.8518786308093","95.8518786308093","95.8518786308093","","",""
"53","","","","96.12098106971153","96.12098106971153","96.12098106971153","","",""
"54","","","","95.99609375","95.99609375","95.99609375","","",""
"55","","","","95.82128280248398","95.82128280248398","95.82128280248398","","",""
"56","","","","95.69490872896634","95.69490872896634","95.69490872896634","","",""
"57","","","","95.7690899188702","95.7690899188702","95.7690899188702","","",""
"58","","","","95.70484650440706","95.70484650440706","95.70484650440706","","",""
"59","","","","95.90524526742789","95.90524526742789","95.90524526742789","","",""
"60","","","","96.05963291266026","96.05963291266026","96.05963291266026","","",""
"61","","","","95.89906350160257","95.89906350160257","95.89906350160257","","",""
"62","","","","96.11534705528847","96.11534705528847","96.11534705528847","","",""
"63","","","","96.2425036308093","96.2425036308093","96.2425036308093","","",""
"64","","","","96.0483648838141","96.0483648838141","96.0483648838141","","",""
"65","","","","95.99312024238782","95.99312024238782","95.99312024238782","","",""
"66","","","","95.70586375701122","95.70586375701122","95.70586375701122","","",""
"67","","","","96.04085286458333","96.04085286458333","96.04085286458333","","",""
"68","","","","96.20963854667468","96.20963854667468","96.20963854667468","","",""
"69","","","","96.14265637520032","96.14265637520032","96.14265637520032","","",""
"70","","","","95.81251878004808","95.81251878004808","95.81251878004808","","",""
"71","","","","95.96346341646634","95.96346341646634","95.96346341646634","","",""
"72","","","","95.87574494190706","95.87574494190706","95.87574494190706","","",""
"73","","","","95.6676776592548","95.6676776592548","95.6676776592548","","",""
"74","","","","96.32677909655449","96.32677909655449","96.32677909655449","","",""
"75","","","","96.12528483072917","96.12528483072917","96.12528483072917","","",""
"76","","","","96.06518867688301","96.06518867688301","96.06518867688301","","",""
"77","","","","95.94961313100961","95.94961313100961","95.94961313100961","","",""
"78","","","","95.93951885516827","95.93951885516827","95.93951885516827","","",""
"79","","","","95.9507086338141","95.9507086338141","95.9507086338141","","",""
"80","","","","96.16707043770032","96.16707043770032","96.16707043770032","","",""
"81","","","","96.32850060096153","96.32850060096153","96.32850060096153","","",""
"82","","","","96.17919921875","96.17919921875","96.17919921875","","",""
"83","","","","96.00290151742789","96.00290151742789","96.00290151742789","","",""
"84","","","","96.26230093149039","96.26230093149039","96.26230093149039","","",""
"85","","","","96.03670560396634","96.03670560396634","96.03670560396634","","",""
"86","","","","96.18350297976762","96.18350297976762","96.18350297976762","","",""
"87","","","","96.12661508413461","96.12661508413461","96.12661508413461","","",""
"88","","","","95.88654346955128","95.88654346955128","95.88654346955128","","",""
"89","","","","96.38585799779648","96.38585799779648","96.38585799779648","","",""
"90","","","","96.04523487580128","96.04523487580128","96.04523487580128","","",""
"91","","","","96.14234337439903","96.14234337439903","96.14234337439903","","",""
"92","","","","96.1448473808093","96.1448473808093","96.1448473808093","","",""
"93","","","","96.09734950921474","96.09734950921474","96.09734950921474","","",""
"94","","","","96.2436773838141","96.2436773838141","96.2436773838141","","",""
"95","","","","95.95735990084134","95.95735990084134","95.95735990084134","","",""
"96","","","","95.88223970853366","95.88223970853366","95.88223970853366","","",""
"97","","","","96.24500763721956","96.24500763721956","96.24500763721956","","",""
"98","","","","96.37646797375801","96.37646797375801","96.37646797375801","","",""
"99","","","","96.33084810697116","96.33084810697116","96.33084810697116","","",""
"100","","","","96.37325971554488","96.37325971554488","96.37325971554488","","",""
"101","","","","96.01589105068109","96.01589105068109","96.01589105068109","","",""
"102","","","","96.15306365184294","96.15306365184294","96.15306365184294","","",""
"103","","","","96.62686861478366","96.62686861478366","96.62686861478366","","",""
"104","","","","96.10493977864583","96.10493977864583","96.10493977864583","","",""
"105","","","","96.27325595953526","96.27325595953526","96.27325595953526","","",""
"106","","","","96.23217460436699","96.23217460436699","96.23217460436699","","",""
"107","","","","96.37458996895032","96.37458996895032","96.37458996895032","","",""
"108","","","","96.13999586838942","96.13999586838942","96.13999586838942","","",""
