"Step","twilight-frost-4 - epoch_time","twilight-frost-4 - epoch_time__MIN","twilight-frost-4 - epoch_time__MAX","helpful-wildflower-5 - epoch_time","helpful-wildflower-5 - epoch_time__MIN","helpful-wildflower-5 - epoch_time__MAX","radiant-gorge-1 - epoch_time","radiant-gorge-1 - epoch_time__MIN","radiant-gorge-1 - epoch_time__MAX"
"44","","","","92.30006790161133","92.30006790161133","92.30006790161133","","",""
"45","","","","92.05165815353394","92.05165815353394","92.05165815353394","","",""
"46","","","","92.16903400421143","92.16903400421143","92.16903400421143","","",""
"47","","","","97.13610816001892","97.13610816001892","97.13610816001892","","",""
"48","","","","91.87119388580322","91.87119388580322","91.87119388580322","","",""
"49","","","","92.33150100708008","92.33150100708008","92.33150100708008","","",""
"50","","","","92.02233147621155","92.02233147621155","92.02233147621155","","",""
"51","","","","92.13098120689392","92.13098120689392","92.13098120689392","","",""
"52","","","","95.03142762184143","95.03142762184143","95.03142762184143","","",""
"53","","","","93.50913381576538","93.50913381576538","93.50913381576538","","",""
"54","","","","92.43626284599304","92.43626284599304","92.43626284599304","","",""
"55","","","","94.16205620765686","94.16205620765686","94.16205620765686","","",""
"56","","","","91.99018359184265","91.99018359184265","91.99018359184265","","",""
"57","","","","92.11283946037292","92.11283946037292","92.11283946037292","","",""
"58","","","","96.53830289840698","96.53830289840698","96.53830289840698","","",""
"59","","","","92.20110368728638","92.20110368728638","92.20110368728638","","",""
"60","","","","93.00105094909668","93.00105094909668","93.00105094909668","","",""
"61","","","","92.09551978111267","92.09551978111267","92.09551978111267","","",""
"62","","","","91.97977089881897","91.97977089881897","91.97977089881897","","",""
"63","","","","105.23440146446228","105.23440146446228","105.23440146446228","","",""
"64","","","","92.87592267990112","92.87592267990112","92.87592267990112","","",""
"65","","","","92.2063901424408","92.2063901424408","92.2063901424408","","",""
"66","","","","92.29784393310547","92.29784393310547","92.29784393310547","","",""
"67","","","","92.40847945213318","92.40847945213318","92.40847945213318","","",""
"68","","","","92.3059401512146","92.3059401512146","92.3059401512146","","",""
"69","","","","96.90395998954773","96.90395998954773","96.90395998954773","","",""
"70","","","","93.14724826812744","93.14724826812744","93.14724826812744","","",""
"71","","","","92.16450428962708","92.16450428962708","92.16450428962708","","",""
"72","","","","92.05527806282043","92.05527806282043","92.05527806282043","","",""
"73","","","","91.93971419334412","91.93971419334412","91.93971419334412","","",""
"74","","","","97.2306489944458","97.2306489944458","97.2306489944458","","",""
"75","","","","92.27797555923462","92.27797555923462","92.27797555923462","","",""
"76","","","","92.17529678344727","92.17529678344727","92.17529678344727","","",""
"77","","","","92.79728579521179","92.79728579521179","92.79728579521179","","",""
"78","","","","91.98744511604309","91.98744511604309","91.98744511604309","","",""
"79","","","","100.6560525894165","100.6560525894165","100.6560525894165","","",""
"80","","","","92.45836400985718","92.45836400985718","92.45836400985718","","",""
"81","","","","92.05732536315918","92.05732536315918","92.05732536315918","","",""
"82","","","","91.97158336639404","91.97158336639404","91.97158336639404","","",""
"83","","","","91.90558004379272","91.90558004379272","91.90558004379272","","",""
"84","","","","92.27387428283691","92.27387428283691","92.27387428283691","","",""
"85","","","","99.49293541908264","99.49293541908264","99.49293541908264","","",""
"86","","","","92.35258316993713","92.35258316993713","92.35258316993713","","",""
"87","","","","93.1669511795044","93.1669511795044","93.1669511795044","","",""
"88","","","","91.82163691520691","91.82163691520691","91.82163691520691","","",""
"89","","","","93.65401363372803","93.65401363372803","93.65401363372803","","",""
"90","","","","98.90917563438416","98.90917563438416","98.90917563438416","","",""
"91","","","","92.02964377403259","92.02964377403259","92.02964377403259","","",""
"92","","","","92.92972660064697","92.92972660064697","92.92972660064697","","",""
"93","","","","91.88536524772644","91.88536524772644","91.88536524772644","","",""
"94","","","","92.02498579025269","92.02498579025269","92.02498579025269","","",""
"95","","","","97.5041356086731","97.5041356086731","97.5041356086731","","",""
"96","","","","93.2142813205719","93.2142813205719","93.2142813205719","","",""
"97","","","","100.39864182472229","100.39864182472229","100.39864182472229","","",""
"98","","","","92.16073203086853","92.16073203086853","92.16073203086853","","",""
"99","","","","92.43447494506836","92.43447494506836","92.43447494506836","","",""
"100","","","","92.24662041664124","92.24662041664124","92.24662041664124","","",""
"101","","","","98.3134253025055","98.3134253025055","98.3134253025055","","",""
"102","","","","92.27724480628967","92.27724480628967","92.27724480628967","","",""
"103","","","","91.73787260055542","91.73787260055542","91.73787260055542","","",""
"104","","","","92.07989525794983","92.07989525794983","92.07989525794983","","",""
"105","","","","93.16102600097656","93.16102600097656","93.16102600097656","","",""
"106","","","","100.30184674263","100.30184674263","100.30184674263","","",""
"107","","","","92.0545814037323","92.0545814037323","92.0545814037323","","",""
"108","","","","91.94951009750366","91.94951009750366","91.94951009750366","","",""
