"Step","dashing-sound-64 - train-top5-acc","dashing-sound-64 - train-top5-acc__MIN","dashing-sound-64 - train-top5-acc__MAX","easy-river-63 - train-top5-acc","easy-river-63 - train-top5-acc__MIN","easy-river-63 - train-top5-acc__MAX","fearless-fire-62 - train-top5-acc","fearless-fire-62 - train-top5-acc__MIN","fearless-fire-62 - train-top5-acc__MAX","decent-frost-61 - train-top5-acc","decent-frost-61 - train-top5-acc__MIN","decent-frost-61 - train-top5-acc__MAX","woven-voice-60 - train-top5-acc","woven-voice-60 - train-top5-acc__MIN","woven-voice-60 - train-top5-acc__MAX","fragrant-river-59 - train-top5-acc","fragrant-river-59 - train-top5-acc__MIN","fragrant-river-59 - train-top5-acc__MAX"
"10","98.04030198317308","98.04030198317308","98.04030198317308","97.58676382211539","97.58676382211539","97.58676382211539","96.24015612479968","96.24015612479968","96.24015612479968","94.09970014523238","94.09970014523238","94.09970014523238","90.29439290364583","90.29439290364583","90.29439290364583","30.841220953525642","30.841220953525642","30.841220953525642"
"11","98.01393166566507","98.01393166566507","98.01393166566507","97.46031149839743","97.46031149839743","97.46031149839743","96.05798965845352","96.05798965845352","96.05798965845352","94.0082256610577","94.0082256610577","94.0082256610577","90.04352276141827","90.04352276141827","90.04352276141827","33.45556014623397","33.45556014623397","33.45556014623397"
"12","97.90242513020833","97.90242513020833","97.90242513020833","97.3064716045673","97.3064716045673","97.3064716045673","95.85422613681891","95.85422613681891","95.85422613681891","93.66932404346956","93.66932404346956","93.66932404346956","89.37730055588942","89.37730055588942","89.37730055588942","35.96449631911058","35.96449631911058","35.96449631911058"
"13","98.03779797676282","98.03779797676282","98.03779797676282","97.53472743890224","97.53472743890224","97.53472743890224","96.22521033653847","96.22521033653847","96.22521033653847","94.20408591245993","94.20408591245993","94.20408591245993","90.55606157351762","90.55606157351762","90.55606157351762","39.96433355869391","39.96433355869391","39.96433355869391"
"14","97.94601049178686","97.94601049178686","97.94601049178686","97.45264297876602","97.45264297876602","97.45264297876602","96.02074256310097","96.02074256310097","96.02074256310097","93.85775052584134","93.85775052584134","93.85775052584134","89.87567608173077","89.87567608173077","89.87567608173077","42.53680889423077","42.53680889423077","42.53680889423077"
"15","97.83998147035257","97.83998147035257","97.83998147035257","97.3682110126202","97.3682110126202","97.3682110126202","95.85813864683493","95.85813864683493","95.85813864683493","93.61321864983974","93.61321864983974","93.61321864983974","89.43301469851762","89.43301469851762","89.43301469851762","44.96812086838942","44.96812086838942","44.96812086838942"
"16","98.04429274338942","98.04429274338942","98.04429274338942","97.63942620693109","97.63942620693109","97.63942620693109","96.29813952323718","96.29813952323718","96.29813952323718","94.19422638721956","94.19422638721956","94.19422638721956","90.59338691907051","90.59338691907051","90.59338691907051","48.94863030849359","48.94863030849359","48.94863030849359"
"17","97.95156625600961","97.95156625600961","97.95156625600961","97.5231464092548","97.5231464092548","97.5231464092548","96.14093487079327","96.14093487079327","96.14093487079327","94.03295272435898","94.03295272435898","94.03295272435898","90.33445700620993","90.33445700620993","90.33445700620993","51.11913436498397","51.11913436498397","51.11913436498397"
"18","97.91971842447917","97.91971842447917","97.91971842447917","97.53558819110577","97.53558819110577","97.53558819110577","96.14688188601762","96.14688188601762","96.14688188601762","93.99891388721956","93.99891388721956","93.99891388721956","90.20534417568109","90.20534417568109","90.20534417568109","53.35012582632211","53.35012582632211","53.35012582632211"
"19","","","","97.77393830128206","97.77393830128206","97.77393830128206","96.57811873998398","96.57811873998398","96.57811873998398","94.68375964042468","94.68375964042468","94.68375964042468","91.24247233072917","91.24247233072917","91.24247233072917","56.88961713741987","56.88961713741987","56.88961713741987"
"20","","","","97.7207281650641","97.7207281650641","97.7207281650641","96.51575333032852","96.51575333032852","96.51575333032852","94.60848294771634","94.60848294771634","94.60848294771634","91.15952711838942","91.15952711838942","91.15952711838942","58.69124974959936","58.69124974959936","58.69124974959936"
"21","","","","97.84138997395833","97.84138997395833","97.84138997395833","96.73148913261218","96.73148913261218","96.73148913261218","94.82664450620993","94.82664450620993","94.82664450620993","91.68568146534456","91.68568146534456","91.68568146534456","61.07717660757211","61.07717660757211","61.07717660757211"
"22","","","","97.68042931189903","97.68042931189903","97.68042931189903","96.47842798477564","96.47842798477564","96.47842798477564","94.42013471554488","94.42013471554488","94.42013471554488","91.0793206630609","91.0793206630609","91.0793206630609","61.898490710136215","61.898490710136215","61.898490710136215"
"23","","","","97.63770470252403","97.63770470252403","97.63770470252403","96.46230844350961","96.46230844350961","96.46230844350961","94.38374837239583","94.38374837239583","94.38374837239583","90.9492688301282","90.9492688301282","90.9492688301282","63.00706129807692","63.00706129807692","63.00706129807692"
"24","","","","97.79303135016026","97.79303135016026","97.79303135016026","96.61286182892628","96.61286182892628","96.61286182892628","94.76459209735577","94.76459209735577","94.76459209735577","91.54670910957532","91.54670910957532","91.54670910957532","65.1806171123798","65.1806171123798","65.1806171123798"
"25","","","","97.7085211338141","97.7085211338141","97.7085211338141","96.42052283653847","96.42052283653847","96.42052283653847","94.41434420072116","94.41434420072116","94.41434420072116","91.05404584835738","91.05404584835738","91.05404584835738","65.99089793669872","65.99089793669872","65.99089793669872"
"26","","","","97.53676194411058","97.53676194411058","97.53676194411058","96.12364157652243","96.12364157652243","96.12364157652243","94.08209385016026","94.08209385016026","94.08209385016026","90.6337640224359","90.6337640224359","90.6337640224359","66.1678216396234","66.1678216396234","66.1678216396234"
"27","","","","97.7203369140625","97.7203369140625","97.7203369140625","96.54838366386218","96.54838366386218","96.54838366386218","94.59126790364583","94.59126790364583","94.59126790364583","91.56595865885417","91.56595865885417","91.56595865885417","68.70891864483173","68.70891864483173","68.70891864483173"
"28","","","","97.68097706330128","97.68097706330128","97.68097706330128","96.4241223457532","96.4241223457532","96.4241223457532","94.47803986378206","94.47803986378206","94.47803986378206","91.31101950620993","91.31101950620993","91.31101950620993","69.27631084735577","69.27631084735577","69.27631084735577"
"29","","","","97.7679912860577","97.7679912860577","97.7679912860577","96.54642740885417","96.54642740885417","96.54642740885417","94.70261793870192","94.70261793870192","94.70261793870192","91.79656199919872","91.79656199919872","91.79656199919872","71.01714305388622","71.01714305388622","71.01714305388622"
"30","","","","97.73301344651442","97.73301344651442","97.73301344651442","96.51935283954327","96.51935283954327","96.51935283954327","94.7757818760016","94.7757818760016","94.7757818760016","91.77770370092148","91.77770370092148","91.77770370092148","71.73829690004007","71.73829690004007","71.73829690004007"
"31","","","","97.87378555689102","97.87378555689102","97.87378555689102","96.87648675380609","96.87648675380609","96.87648675380609","95.19520294971956","95.19520294971956","95.19520294971956","92.38062149439102","92.38062149439102","92.38062149439102","73.67694561298077","73.67694561298077","73.67694561298077"
"32","","","","97.85437950721153","97.85437950721153","97.85437950721153","96.85410719651442","96.85410719651442","96.85410719651442","95.07235013521634","95.07235013521634","95.07235013521634","92.3221685947516","92.3221685947516","92.3221685947516","74.68551244491186","74.68551244491186","74.68551244491186"
"33","","","","97.70679962940706","97.70679962940706","97.70679962940706","96.54838366386218","96.54838366386218","96.54838366386218","94.58743364383012","94.58743364383012","94.58743364383012","91.51673928285257","91.51673928285257","91.51673928285257","74.30294721554488","74.30294721554488","74.30294721554488"
"34","","","","97.78238932291667","97.78238932291667","97.78238932291667","96.65855994591347","96.65855994591347","96.65855994591347","94.56427158453526","94.56427158453526","94.56427158453526","91.87520345052083","91.87520345052083","91.87520345052083","75.76872996794872","75.76872996794872","75.76872996794872"
"35","","","","97.74655073116988","97.74655073116988","97.74655073116988","96.7067620693109","96.7067620693109","96.7067620693109","94.69549717047276","94.69549717047276","94.69549717047276","91.90016526442308","91.90016526442308","91.90016526442308","76.71970465244391","76.71970465244391","76.71970465244391"
"36","","","","97.86697778946314","97.86697778946314","97.86697778946314","96.84542142427884","96.84542142427884","96.84542142427884","95.01718374399039","95.01718374399039","95.01718374399039","92.23163311298077","92.23163311298077","92.23163311298077","77.96223958333333","77.96223958333333","77.96223958333333"
"37","","","","97.69271459334936","97.69271459334936","97.69271459334936","96.66356795873398","96.66356795873398","96.66356795873398","94.70856495392628","94.70856495392628","94.70856495392628","91.79710975060097","91.79710975060097","91.79710975060097","78.0338385166266","78.0338385166266","78.0338385166266"
"38","","","","97.87222055288461","97.87222055288461","97.87222055288461","96.88000801282051","96.88000801282051","96.88000801282051","95.1263427734375","95.1263427734375","95.1263427734375","92.44329990484776","92.44329990484776","92.44329990484776","79.77474897335738","79.77474897335738","79.77474897335738"
"39","","","","97.93419471153847","97.93419471153847","97.93419471153847","97.02171912560097","97.02171912560097","97.02171912560097","95.33300155248398","95.33300155248398","95.33300155248398","92.72554837740384","92.72554837740384","92.72554837740384","80.78777606670673","80.78777606670673","80.78777606670673"
"40","","","","97.62393266726762","97.62393266726762","97.62393266726762","96.55370467748398","96.55370467748398","96.55370467748398","94.52428573217148","94.52428573217148","94.52428573217148","91.43481132311699","91.43481132311699","91.43481132311699","79.32770557892628","79.32770557892628","79.32770557892628"
"41","","","","97.69381009615384","97.69381009615384","97.69381009615384","96.68430426181891","96.68430426181891","96.68430426181891","94.61881197415866","94.61881197415866","94.61881197415866","91.64248735476762","91.64248735476762","91.64248735476762","80.2608392177484","80.2608392177484","80.2608392177484"
"42","","","","97.81173314803686","97.81173314803686","97.81173314803686","96.89730130709134","96.89730130709134","96.89730130709134","94.99386518429488","94.99386518429488","94.99386518429488","92.2534649188702","92.2534649188702","92.2534649188702","81.74915802784456","81.74915802784456","81.74915802784456"
"43","","","","97.68778483072917","97.68778483072917","97.68778483072917","96.68258275741186","96.68258275741186","96.68258275741186","94.76693960336539","94.76693960336539","94.76693960336539","91.91346779847757","91.91346779847757","91.91346779847757","81.5692608173077","81.5692608173077","81.5692608173077"
"44","","","","97.96455578926282","97.96455578926282","97.96455578926282","97.1020038311298","97.1020038311298","97.1020038311298","95.49951797876602","95.49951797876602","95.49951797876602","93.04293118990384","93.04293118990384","93.04293118990384","83.96442119891827","83.96442119891827","83.96442119891827"
"45","","","","97.77323404947917","97.77323404947917","97.77323404947917","96.87124399038461","96.87124399038461","96.87124399038461","95.11773525140224","95.11773525140224","95.11773525140224","92.36606695713141","92.36606695713141","92.36606695713141","83.40610601963141","83.40610601963141","83.40610601963141"
"46","","","","97.85445775741186","97.85445775741186","97.85445775741186","97.01858911758814","97.01858911758814","97.01858911758814","95.28417342748398","95.28417342748398","95.28417342748398","92.6318828876202","92.6318828876202","92.6318828876202","84.00135529346956","84.00135529346956","84.00135529346956"
"47","","","","97.74529872796474","97.74529872796474","97.74529872796474","96.93705240885417","96.93705240885417","96.93705240885417","95.16836313100961","95.16836313100961","95.16836313100961","92.32349884815706","92.32349884815706","92.32349884815706","83.97842798477564","83.97842798477564","83.97842798477564"
"48","","","","98.08020958533653","98.08020958533653","98.08020958533653","97.41203112479968","97.41203112479968","97.41203112479968","95.98255646534456","95.98255646534456","95.98255646534456","93.71611766326122","93.71611766326122","93.71611766326122","86.5512945713141","86.5512945713141","86.5512945713141"
"49","","","","97.83520820813301","97.83520820813301","97.83520820813301","97.1042730869391","97.1042730869391","97.1042730869391","95.31829051482372","95.31829051482372","95.31829051482372","92.81905736678686","92.81905736678686","92.81905736678686","85.2840325771234","85.2840325771234","85.2840325771234"
"50","","","","97.81431540464743","97.81431540464743","97.81431540464743","96.99394030448718","96.99394030448718","96.99394030448718","95.24379632411859","95.24379632411859","95.24379632411859","92.60081755809294","92.60081755809294","92.60081755809294","85.18848908253206","85.18848908253206","85.18848908253206"
"51","","","","97.7821545723157","97.7821545723157","97.7821545723157","97.0123291015625","97.0123291015625","97.0123291015625","95.25827261117789","95.25827261117789","95.25827261117789","92.49948354867789","92.49948354867789","92.49948354867789","85.443115234375","85.443115234375","85.443115234375"
"52","","","","97.90845039563301","97.90845039563301","97.90845039563301","97.2328381660657","97.2328381660657","97.2328381660657","95.52870530348558","95.52870530348558","95.52870530348558","93.14160469250801","93.14160469250801","93.14160469250801","86.55160757211539","86.55160757211539","86.55160757211539"
"53","","","","98.04405799278847","98.04405799278847","98.04405799278847","97.4128918770032","97.4128918770032","97.4128918770032","95.91698279747597","95.91698279747597","95.91698279747597","93.6485094901843","93.6485094901843","93.6485094901843","87.70884978465544","87.70884978465544","87.70884978465544"
"54","","","","97.9892828525641","97.9892828525641","97.9892828525641","97.37650553385417","97.37650553385417","97.37650553385417","95.78489645933493","95.78489645933493","95.78489645933493","93.4596917568109","93.4596917568109","93.4596917568109","87.4805157001202","87.4805157001202","87.4805157001202"
"55","","","","97.91228465544872","97.91228465544872","97.91228465544872","97.2522442157452","97.2522442157452","97.2522442157452","95.60452974759616","95.60452974759616","95.60452974759616","93.20608285757211","93.20608285757211","93.20608285757211","87.16939290364583","87.16939290364583","87.16939290364583"
"56","","","","97.8202624198718","97.8202624198718","97.8202624198718","97.17375926482372","97.17375926482372","97.17375926482372","95.45874962439903","95.45874962439903","95.45874962439903","92.97305376101762","92.97305376101762","92.97305376101762","86.962890625","86.962890625","86.962890625"
"57","","","","97.88161057692308","97.88161057692308","97.88161057692308","","","","95.5822284405048","95.5822284405048","95.5822284405048","93.11093061398238","93.11093061398238","93.11093061398238","87.3546893780048","87.3546893780048","87.3546893780048"
"58","","","","97.8580572666266","97.8580572666266","97.8580572666266","","","","","","","","","","","",""
"59","","","","97.93192545572917","97.93192545572917","97.93192545572917","","","","","","","","","","","",""
