"Step","dashing-sound-64 - epoch_time","dashing-sound-64 - epoch_time__MIN","dashing-sound-64 - epoch_time__MAX","easy-river-63 - epoch_time","easy-river-63 - epoch_time__MIN","easy-river-63 - epoch_time__MAX","fearless-fire-62 - epoch_time","fearless-fire-62 - epoch_time__MIN","fearless-fire-62 - epoch_time__MAX","decent-frost-61 - epoch_time","decent-frost-61 - epoch_time__MIN","decent-frost-61 - epoch_time__MAX","woven-voice-60 - epoch_time","woven-voice-60 - epoch_time__MIN","woven-voice-60 - epoch_time__MAX","fragrant-river-59 - epoch_time","fragrant-river-59 - epoch_time__MIN","fragrant-river-59 - epoch_time__MAX"
"41","","","","174.12213802337646","174.12213802337646","174.12213802337646","177.28662824630737","177.28662824630737","177.28662824630737","177.78010749816895","177.78010749816895","177.78010749816895","179.0656807422638","179.0656807422638","179.0656807422638","181.8510537147522","181.8510537147522","181.8510537147522"
"42","","","","173.05736589431763","173.05736589431763","173.05736589431763","178.30399775505066","178.30399775505066","178.30399775505066","178.11247396469116","178.11247396469116","178.11247396469116","178.56012630462646","178.56012630462646","178.56012630462646","182.4255566596985","182.4255566596985","182.4255566596985"
"43","","","","172.9367654323578","172.9367654323578","172.9367654323578","175.6934938430786","175.6934938430786","175.6934938430786","178.44535303115845","178.44535303115845","178.44535303115845","177.3973798751831","177.3973798751831","177.3973798751831","179.50690484046936","179.50690484046936","179.50690484046936"
"44","","","","173.18909239768982","173.18909239768982","173.18909239768982","175.86854457855225","175.86854457855225","175.86854457855225","176.45408940315247","176.45408940315247","176.45408940315247","177.10920095443726","177.10920095443726","177.10920095443726","179.56925535202026","179.56925535202026","179.56925535202026"
"45","","","","173.51343703269958","173.51343703269958","173.51343703269958","173.40839982032776","173.40839982032776","173.40839982032776","178.9771022796631","178.9771022796631","178.9771022796631","178.2350172996521","178.2350172996521","178.2350172996521","182.29689049720764","182.29689049720764","182.29689049720764"
"46","","","","174.8986165523529","174.8986165523529","174.8986165523529","175.38373637199402","175.38373637199402","175.38373637199402","179.4427342414856","179.4427342414856","179.4427342414856","177.66632270812988","177.66632270812988","177.66632270812988","179.38323974609375","179.38323974609375","179.38323974609375"
"47","","","","173.78658628463745","173.78658628463745","173.78658628463745","176.14474534988403","176.14474534988403","176.14474534988403","176.841979265213","176.841979265213","176.841979265213","176.04187607765198","176.04187607765198","176.04187607765198","179.8729338645935","179.8729338645935","179.8729338645935"
"48","","","","175.98262119293213","175.98262119293213","175.98262119293213","175.98284316062927","175.98284316062927","175.98284316062927","176.971040725708","176.971040725708","176.971040725708","177.10108852386475","177.10108852386475","177.10108852386475","180.71805810928345","180.71805810928345","180.71805810928345"
"49","","","","174.221453666687","174.221453666687","174.221453666687","176.66594672203064","176.66594672203064","176.66594672203064","177.3670654296875","177.3670654296875","177.3670654296875","176.46373867988586","176.46373867988586","176.46373867988586","179.92527842521667","179.92527842521667","179.92527842521667"
"50","","","","174.0565836429596","174.0565836429596","174.0565836429596","177.77216720581055","177.77216720581055","177.77216720581055","178.55609273910522","178.55609273910522","178.55609273910522","178.70754885673523","178.70754885673523","178.70754885673523","178.99287366867065","178.99287366867065","178.99287366867065"
"51","","","","172.9611737728119","172.9611737728119","172.9611737728119","175.54092860221863","175.54092860221863","175.54092860221863","178.47834610939026","178.47834610939026","178.47834610939026","177.5112006664276","177.5112006664276","177.5112006664276","180.41264939308167","180.41264939308167","180.41264939308167"
"52","","","","172.3418323993683","172.3418323993683","172.3418323993683","175.83127284049988","175.83127284049988","175.83127284049988","177.62583136558533","177.62583136558533","177.62583136558533","177.2089433670044","177.2089433670044","177.2089433670044","177.92094707489014","177.92094707489014","177.92094707489014"
"53","","","","173.19909930229187","173.19909930229187","173.19909930229187","177.13192462921143","177.13192462921143","177.13192462921143","177.65003156661987","177.65003156661987","177.65003156661987","176.97565412521362","176.97565412521362","176.97565412521362","179.34243822097778","179.34243822097778","179.34243822097778"
"54","","","","173.82860493659973","173.82860493659973","173.82860493659973","176.23651456832886","176.23651456832886","176.23651456832886","178.0779731273651","178.0779731273651","178.0779731273651","177.82762169837952","177.82762169837952","177.82762169837952","179.57805347442627","179.57805347442627","179.57805347442627"
"55","","","","172.99090933799744","172.99090933799744","172.99090933799744","177.58660745620728","177.58660745620728","177.58660745620728","177.00145554542542","177.00145554542542","177.00145554542542","178.5140631198883","178.5140631198883","178.5140631198883","179.20329999923706","179.20329999923706","179.20329999923706"
"56","","","","173.96625566482544","173.96625566482544","173.96625566482544","176.22125577926636","176.22125577926636","176.22125577926636","175.97263026237488","175.97263026237488","175.97263026237488","177.39675545692444","177.39675545692444","177.39675545692444","177.2851378917694","177.2851378917694","177.2851378917694"
"57","","","","173.11971735954285","173.11971735954285","173.11971735954285","","","","178.81244492530823","178.81244492530823","178.81244492530823","177.45385241508484","177.45385241508484","177.45385241508484","178.0057065486908","178.0057065486908","178.0057065486908"
"58","","","","174.00760960578918","174.00760960578918","174.00760960578918","","","","","","","","","","","",""
"59","","","","175.43403339385986","175.43403339385986","175.43403339385986","","","","","","","","","","","",""
