"Step","dashing-sound-64 - train-top1-acc","dashing-sound-64 - train-top1-acc__MIN","dashing-sound-64 - train-top1-acc__MAX","easy-river-63 - train-top1-acc","easy-river-63 - train-top1-acc__MIN","easy-river-63 - train-top1-acc__MAX","fearless-fire-62 - train-top1-acc","fearless-fire-62 - train-top1-acc__MIN","fearless-fire-62 - train-top1-acc__MAX","decent-frost-61 - train-top1-acc","decent-frost-61 - train-top1-acc__MIN","decent-frost-61 - train-top1-acc__MAX","woven-voice-60 - train-top1-acc","woven-voice-60 - train-top1-acc__MIN","woven-voice-60 - train-top1-acc__MAX","fragrant-river-59 - train-top1-acc","fragrant-river-59 - train-top1-acc__MIN","fragrant-river-59 - train-top1-acc__MAX"
"40","","","","89.85360952524039","89.85360952524039","89.85360952524039","87.82943334334936","87.82943334334936","87.82943334334936","84.43806966145833","84.43806966145833","84.43806966145833","79.8698229667468","79.8698229667468","79.8698229667468","61.14478478064904","61.14478478064904","61.14478478064904"
"41","","","","90.0806133563702","90.0806133563702","90.0806133563702","88.12435834835738","88.12435834835738","88.12435834835738","84.78534405048077","84.78534405048077","84.78534405048077","80.27789776141827","80.27789776141827","80.27789776141827","62.48231545472756","62.48231545472756","62.48231545472756"
"42","","","","90.99355844350961","90.99355844350961","90.99355844350961","89.10843286758814","89.10843286758814","89.10843286758814","85.79187637720352","85.79187637720352","85.79187637720352","81.38599884815706","81.38599884815706","81.38599884815706","64.06077849559294","64.06077849559294","64.06077849559294"
"43","","","","90.49956492888622","90.49956492888622","90.49956492888622","88.49322979266827","88.49322979266827","88.49322979266827","85.12354141626602","85.12354141626602","85.12354141626602","80.62767615685097","80.62767615685097","80.62767615685097","64.15647849058493","64.15647849058493","64.15647849058493"
"44","","","","92.0402331229968","92.0402331229968","92.0402331229968","90.24658203125","90.24658203125","90.24658203125","87.08065717648238","87.08065717648238","87.08065717648238","82.82525478265224","82.82525478265224","82.82525478265224","67.03350360576923","67.03350360576923","67.03350360576923"
"45","","","","90.92125525841347","90.92125525841347","90.92125525841347","89.1315166766827","89.1315166766827","89.1315166766827","85.96973908253206","85.96973908253206","85.96973908253206","81.47935133713942","81.47935133713942","81.47935133713942","66.70430501302083","66.70430501302083","66.70430501302083"
"46","","","","91.0945794521234","91.0945794521234","91.0945794521234","89.4107916416266","89.4107916416266","89.4107916416266","86.38141338641827","86.38141338641827","86.38141338641827","81.99658516125801","81.99658516125801","81.99658516125801","67.6918225410657","67.6918225410657","67.6918225410657"
"47","","","","90.61787923177083","90.61787923177083","90.61787923177083","89.03667743389423","89.03667743389423","89.03667743389423","85.8634753104968","85.8634753104968","85.8634753104968","81.40164888822116","81.40164888822116","81.40164888822116","67.84261067708333","67.84261067708333","67.84261067708333"
"48","","","","92.73196489383012","92.73196489383012","92.73196489383012","91.32173978365384","91.32173978365384","91.32173978365384","88.35073617788461","88.35073617788461","88.35073617788461","84.12506886017628","84.12506886017628","84.12506886017628","71.05196439302884","71.05196439302884","71.05196439302884"
"49","","","","91.14027756911058","91.14027756911058","91.14027756911058","89.6297357021234","89.6297357021234","89.6297357021234","86.4475348056891","86.4475348056891","86.4475348056891","82.24722055288461","82.24722055288461","82.24722055288461","69.7597405849359","69.7597405849359","69.7597405849359"
"50","","","","90.68634815705128","90.68634815705128","90.68634815705128","89.01601938100961","89.01601938100961","89.01601938100961","85.94759427584134","85.94759427584134","85.94759427584134","81.72662197015224","81.72662197015224","81.72662197015224","69.87680288461539","69.87680288461539","69.87680288461539"
"51","","","","90.72218674879808","90.72218674879808","90.72218674879808","89.18089255308493","89.18089255308493","89.18089255308493","85.9684088291266","85.9684088291266","85.9684088291266","81.5647223056891","81.5647223056891","81.5647223056891","70.27180989583333","70.27180989583333","70.27180989583333"
"52","","","","91.36227338741988","91.36227338741988","91.36227338741988","89.88522260616988","89.88522260616988","89.88522260616988","86.85881785857372","86.85881785857372","86.85881785857372","82.80162322215544","82.80162322215544","82.80162322215544","71.80238381410257","71.80238381410257","71.80238381410257"
"53","","","","92.45347243088942","92.45347243088942","92.45347243088942","91.06860038561699","91.06860038561699","91.06860038561699","87.99548026842949","87.99548026842949","87.99548026842949","83.91707982772436","83.91707982772436","83.91707982772436","73.31261268028847","73.31261268028847","73.31261268028847"
"54","","","","91.82731432792468","91.82731432792468","91.82731432792468","90.40691669170673","90.40691669170673","90.40691669170673","87.50766851963141","87.50766851963141","87.50766851963141","83.39867225060097","83.39867225060097","83.39867225060097","73.24093549679488","73.24093549679488","73.24093549679488"
"55","","","","91.26485188802083","91.26485188802083","91.26485188802083","89.92513020833333","89.92513020833333","89.92513020833333","86.83002178485577","86.83002178485577","86.83002178485577","82.8540508563702","82.8540508563702","82.8540508563702","73.1097881610577","73.1097881610577","73.1097881610577"
"56","","","","90.86029835236378","90.86029835236378","90.86029835236378","89.47440905448718","89.47440905448718","89.47440905448718","86.39049040965544","86.39049040965544","86.39049040965544","82.24815955528847","82.24815955528847","82.24815955528847","72.8477282401843","72.8477282401843","72.8477282401843"
"57","","","","91.00388746995192","91.00388746995192","91.00388746995192","","","","86.63056202423878","86.63056202423878","86.63056202423878","82.54809257311699","82.54809257311699","82.54809257311699","73.5233404697516","73.5233404697516","73.5233404697516"
"58","","","","91.24857584635417","91.24857584635417","91.24857584635417","","","","","","","","","","","",""
"59","","","","91.3494403545673","91.3494403545673","91.3494403545673","","","","","","","","","","","",""
