"Step","legendary-universe-23 - train-top5-acc","legendary-universe-23 - train-top5-acc__MIN","legendary-universe-23 - train-top5-acc__MAX","different-salad-22 - train-top5-acc","different-salad-22 - train-top5-acc__MIN","different-salad-22 - train-top5-acc__MAX","elated-paper-21 - train-top5-acc","elated-paper-21 - train-top5-acc__MIN","elated-paper-21 - train-top5-acc__MAX","visionary-wave-5 - train-top5-acc","visionary-wave-5 - train-top5-acc__MIN","visionary-wave-5 - train-top5-acc__MAX","apricot-monkey-4 - train-top5-acc","apricot-monkey-4 - train-top5-acc__MIN","apricot-monkey-4 - train-top5-acc__MAX"
"25","95.41805952023238","95.41805952023238","95.41805952023238","93.96675305488782","93.96675305488782","93.96675305488782","","","","93.0206298828125","93.0206298828125","93.0206298828125","90.59659517728366","90.59659517728366","90.59659517728366"
"26","95.09856395232372","95.09856395232372","95.09856395232372","93.60828888721956","93.60828888721956","93.60828888721956","","","","92.59901780348558","92.59901780348558","92.59901780348558","90.07544884314903","90.07544884314903","90.07544884314903"
"27","95.49763997395833","95.49763997395833","95.49763997395833","94.11605443709936","94.11605443709936","94.11605443709936","","","","93.25671073717949","93.25671073717949","93.25671073717949","91.03503104967949","91.03503104967949","91.03503104967949"
"28","95.36586663661859","95.36586663661859","95.36586663661859","93.95399827223558","93.95399827223558","93.95399827223558","","","","93.060302734375","93.060302734375","93.060302734375","90.80051519931891","90.80051519931891","90.80051519931891"
"29","95.52776630108173","95.52776630108173","95.52776630108173","94.1825671073718","94.1825671073718","94.1825671073718","","","","93.51916190905449","93.51916190905449","93.51916190905449","91.29693447015224","91.29693447015224","91.29693447015224"
"30","95.53574782151442","95.53574782151442","95.53574782151442","94.17364658453526","94.17364658453526","94.17364658453526","","","","93.45914400540866","93.45914400540866","93.45914400540866","91.31837502504007","91.31837502504007","91.31837502504007"
"31","95.8278558193109","95.8278558193109","95.8278558193109","94.60582244090544","94.60582244090544","94.60582244090544","","","","93.98146409254808","93.98146409254808","93.98146409254808","92.07239395532852","92.07239395532852","92.07239395532852"
"32","95.73215582431891","95.73215582431891","95.73215582431891","94.48821238982372","94.48821238982372","94.48821238982372","","","","93.91534267327724","93.91534267327724","93.91534267327724","91.93811661157852","91.93811661157852","91.93811661157852"
"33","95.33167129907852","95.33167129907852","95.33167129907852","93.93435747195512","93.93435747195512","93.93435747195512","","","","93.24293870192308","93.24293870192308","93.24293870192308","","",""
"34","95.43613531650641","95.43613531650641","95.43613531650641","94.11879319411058","94.11879319411058","94.11879319411058","","","","","","","","",""
"35","95.38855919471153","95.38855919471153","95.38855919471153","94.0387432391827","94.0387432391827","94.0387432391827","","","","","","","","",""
"36","95.5635266426282","95.5635266426282","95.5635266426282","94.2928216396234","94.2928216396234","94.2928216396234","","","","","","","","",""
"37","95.24543957832532","95.24543957832532","95.24543957832532","93.89664087540064","93.89664087540064","93.89664087540064","","","","","","","","",""
"38","95.61024201221956","95.61024201221956","95.61024201221956","94.36794183193109","94.36794183193109","94.36794183193109","","","","","","","","",""
"39","95.71321927584134","95.71321927584134","95.71321927584134","94.48844714042468","94.48844714042468","94.48844714042468","","","","","","","","",""
"40","95.01655774238782","95.01655774238782","95.01655774238782","93.59522110376602","93.59522110376602","93.59522110376602","","","","","","","","",""
"41","95.14520107171474","95.14520107171474","95.14520107171474","93.7831780849359","93.7831780849359","93.7831780849359","","","","","","","","",""
"42","95.39247170472757","95.39247170472757","95.39247170472757","94.09281412760417","94.09281412760417","94.09281412760417","","","","","","","","",""
"43","95.12736002604167","95.12736002604167","95.12736002604167","93.8197991786859","93.8197991786859","93.8197991786859","","","","","","","","",""
"44","95.7141582782452","95.7141582782452","95.7141582782452","94.6170904697516","94.6170904697516","94.6170904697516","","","","","","","","",""
"45","95.34168732471956","95.34168732471956","95.34168732471956","94.0791985927484","94.0791985927484","94.0791985927484","","","","","","","","",""
"46","95.4547588641827","95.4547588641827","95.4547588641827","94.23452524038461","94.23452524038461","94.23452524038461","","","","","","","","",""
"47","95.27267064803686","95.27267064803686","95.27267064803686","94.02833596254007","94.02833596254007","94.02833596254007","","","","","","","","",""
"48","95.98177396334134","95.98177396334134","95.98177396334134","94.99081342648238","94.99081342648238","94.99081342648238","","","","","","","","",""
"49","95.42854504707532","95.42854504707532","95.42854504707532","94.24344576322116","94.24344576322116","94.24344576322116","","","","","","","","",""
"50","95.2842516776843","95.2842516776843","95.2842516776843","94.07254732572116","94.07254732572116","94.07254732572116","","","","","","","","",""
"51","95.22877228565706","95.22877228565706","95.22877228565706","94.03631748297276","94.03631748297276","94.03631748297276","","","","","","","","",""
"52","95.52510579427083","95.52510579427083","95.52510579427083","94.42702073317308","94.42702073317308","94.42702073317308","","","","","","","","",""
"53","95.79859024439102","95.79859024439102","95.79859024439102","94.79737893129007","94.79737893129007","94.79737893129007","","","","","","","","",""
"54","95.63872508513622","95.63872508513622","95.63872508513622","94.61419521233974","94.61419521233974","94.61419521233974","","","","","","","","",""
"55","95.45945387620192","95.45945387620192","95.45945387620192","94.3996331630609","94.3996331630609","94.3996331630609","","","","","","","","",""
"56","95.31265650040064","95.31265650040064","95.31265650040064","94.16863857171474","94.16863857171474","94.16863857171474","","","","","","","","",""
"57","95.36641438802083","95.36641438802083","95.36641438802083","94.28225786258012","94.28225786258012","94.28225786258012","","","","","","","","",""
"58","95.32486353165064","95.32486353165064","95.32486353165064","94.2535400390625","94.2535400390625","94.2535400390625","","","","","","","","",""
"59","95.50992525540866","95.50992525540866","95.50992525540866","94.4541735526843","94.4541735526843","94.4541735526843","","","","","","","","",""
"60","95.64208984375","95.64208984375","95.64208984375","94.66685759715544","94.66685759715544","94.66685759715544","","","","","","","","",""
"61","95.45773237179488","95.45773237179488","95.45773237179488","94.48070037059294","94.48070037059294","94.48070037059294","","","","","","","","",""
"62","95.74099809695512","95.74099809695512","95.74099809695512","94.84339004907852","94.84339004907852","94.84339004907852","","","","","","","","",""
"63","95.82198705428686","95.82198705428686","95.82198705428686","94.93212577624199","94.93212577624199","94.93212577624199","","","","","","","","",""
"64","","","","94.65613731971153","94.65613731971153","94.65613731971153","","","","","","","","",""
"65","","","","94.62225498297276","94.62225498297276","94.62225498297276","","","","","","","","",""
"66","","","","94.21527569110577","94.21527569110577","94.21527569110577","","","","","","","","",""
"67","","","","94.6514423076923","94.6514423076923","94.6514423076923","","","","","","","","",""
"68","","","","94.88541040665064","94.88541040665064","94.88541040665064","","","","","","","","",""
"69","","","","94.75582807491988","94.75582807491988","94.75582807491988","","","","","","","","",""
"70","","","","94.4122314453125","94.4122314453125","94.4122314453125","","","","","","","","",""
"71","","","","94.59971892528044","94.59971892528044","94.59971892528044","","","","","","","","",""
"72","","","","94.42271697215544","94.42271697215544","94.42271697215544","","","","","","","","",""
"73","","","","94.15463178585738","94.15463178585738","94.15463178585738","","","","","","","","",""
"74","","","","95.05983010316507","95.05983010316507","95.05983010316507","","","","","","","","",""
"75","","","","94.82163649338942","94.82163649338942","94.82163649338942","","","","","","","","",""
"76","","","","94.6842291416266","94.6842291416266","94.6842291416266","","","","","","","","",""
"77","","","","94.4938464042468","94.4938464042468","94.4938464042468","","","","","","","","",""
"78","","","","94.55503806089743","94.55503806089743","94.55503806089743","","","","","","","","",""
"79","","","","94.6075439453125","94.6075439453125","94.6075439453125","","","","","","","","",""
"80","","","","94.81451572516026","94.81451572516026","94.81451572516026","","","","","","","","",""
"81","","","","95.10811047676282","95.10811047676282","95.10811047676282","","","","","","","","",""
"82","","","","94.9138934795673","94.9138934795673","94.9138934795673","","","","","","","","",""
"83","","","","94.66067583133012","94.66067583133012","94.66067583133012","","","","","","","","",""
"84","","","","95.00888922275641","95.00888922275641","95.00888922275641","","","","","","","","",""
"85","","","","94.67969063000801","94.67969063000801","94.67969063000801","","","","","","","","",""
"86","","","","94.91671048677884","94.91671048677884","94.91671048677884","","","","","","","","",""
"87","","","","94.85152806991186","94.85152806991186","94.85152806991186","","","","","","","","",""
"88","","","","94.50409718048878","94.50409718048878","94.50409718048878","","","","","","","","",""
"89","","","","95.15224358974359","95.15224358974359","95.15224358974359","","","","","","","","",""
"90","","","","94.73157051282051","94.73157051282051","94.73157051282051","","","","","","","","",""
"91","","","","94.88611465845352","94.88611465845352","94.88611465845352","","","","","","","","",""
"92","","","","94.86968211638622","94.86968211638622","94.86968211638622","","","","","","","","",""
"93","","","","94.81514172676282","94.81514172676282","94.81514172676282","","","","","","","","",""
"94","","","","94.9882311698718","94.9882311698718","94.9882311698718","","","","","","","","",""
"95","","","","94.67210036057692","94.67210036057692","94.67210036057692","","","","","","","","",""
"96","","","","94.52311197916667","94.52311197916667","94.52311197916667","","","","","","","","",""
"97","","","","94.98768341846956","94.98768341846956","94.98768341846956","","","","","","","","",""
"98","","","","95.23573655348558","95.23573655348558","95.23573655348558","","","","","","","","",""
"99","","","","95.13252453926282","95.13252453926282","95.13252453926282","","","","","","","","",""
"100","","","","95.16022511017628","95.16022511017628","95.16022511017628","","","","","","","","",""
"101","","","","94.75191556490384","94.75191556490384","94.75191556490384","","","","","","","","",""
"102","","","","94.91412823016827","94.91412823016827","94.91412823016827","","","","","","","","",""
"103","","","","95.55116311097757","95.55116311097757","95.55116311097757","","","","","","","","",""
"104","","","","94.86052684294872","94.86052684294872","94.86052684294872","","","","","","","","",""
"105","","","","95.12383876702724","95.12383876702724","95.12383876702724","","","","","","","","",""
"106","","","","95.05482209034456","95.05482209034456","95.05482209034456","","","","","","","","",""
"107","","","","95.2972412109375","95.2972412109375","95.2972412109375","","","","","","","","",""
"108","","","","94.94081154847757","94.94081154847757","94.94081154847757","","","","","","","","",""
"109","","","","94.91929274338942","94.91929274338942","94.91929274338942","","","","","","","","",""
