"Step","legendary-universe-23 - train-top1-acc","legendary-universe-23 - train-top1-acc__MIN","legendary-universe-23 - train-top1-acc__MAX","different-salad-22 - train-top1-acc","different-salad-22 - train-top1-acc__MIN","different-salad-22 - train-top1-acc__MAX","elated-paper-21 - train-top1-acc","elated-paper-21 - train-top1-acc__MIN","elated-paper-21 - train-top1-acc__MAX","visionary-wave-5 - train-top1-acc","visionary-wave-5 - train-top1-acc__MIN","visionary-wave-5 - train-top1-acc__MAX","apricot-monkey-4 - train-top1-acc","apricot-monkey-4 - train-top1-acc__MIN","apricot-monkey-4 - train-top1-acc__MAX"
"11","87.27017916165866","87.27017916165866","87.27017916165866","84.8400409405048","84.8400409405048","84.8400409405048","84.5653827373798","84.5653827373798","84.5653827373798","81.82537372295673","81.82537372295673","81.82537372295673","76.4404296875","76.4404296875","76.4404296875"
"12","86.32029997996794","86.32029997996794","86.32029997996794","83.86465219350961","83.86465219350961","83.86465219350961","83.55877216045673","83.55877216045673","83.55877216045673","80.89842184995993","80.89842184995993","80.89842184995993","75.6717779697516","75.6717779697516","75.6717779697516"
"13","87.72598657852564","87.72598657852564","87.72598657852564","85.30727288661859","85.30727288661859","85.30727288661859","85.0628192608173","85.0628192608173","85.0628192608173","82.45607033754007","82.45607033754007","82.45607033754007","77.46151655148238","77.46151655148238","77.46151655148238"
"14","86.69144068008814","86.69144068008814","86.69144068008814","84.28109975961539","84.28109975961539","84.28109975961539","","","","81.41988118489583","81.41988118489583","81.41988118489583","76.55091897035257","76.55091897035257","76.55091897035257"
"15","85.88968912760417","85.88968912760417","85.88968912760417","83.51698655348558","83.51698655348558","83.51698655348558","","","","80.80193935296474","80.80193935296474","80.80193935296474","76.1009020683093","76.1009020683093","76.1009020683093"
"16","87.34600360576923","87.34600360576923","87.34600360576923","85.01125237880609","85.01125237880609","85.01125237880609","","","","82.29526617588141","82.29526617588141","82.29526617588141","77.81442495492789","77.81442495492789","77.81442495492789"
"17","86.78557567107372","86.78557567107372","86.78557567107372","84.50153057391827","84.50153057391827","84.50153057391827","","","","81.92647298177083","81.92647298177083","81.92647298177083","77.5642590645032","77.5642590645032","77.5642590645032"
"18","86.48540790264423","86.48540790264423","86.48540790264423","84.08336150340544","84.08336150340544","84.08336150340544","","","","81.67896759815706","81.67896759815706","81.67896759815706","77.36534705528847","77.36534705528847","77.36534705528847"
"19","87.89821526943109","87.89821526943109","87.89821526943109","85.58326134314903","85.58326134314903","85.58326134314903","","","","83.19561298076923","83.19561298076923","83.19561298076923","79.10070174779648","79.10070174779648","79.10070174779648"
"20","87.68553122495993","87.68553122495993","87.68553122495993","85.32245342548077","85.32245342548077","85.32245342548077","","","","83.03864307892628","83.03864307892628","83.03864307892628","79.06854091546474","79.06854091546474","79.06854091546474"
"21","88.24916741786859","88.24916741786859","88.24916741786859","85.96551357171474","85.96551357171474","85.96551357171474","","","","83.68209447616186","83.68209447616186","83.68209447616186","79.8435308994391","79.8435308994391","79.8435308994391"
"22","87.28848970853366","87.28848970853366","87.28848970853366","84.91414388020833","84.91414388020833","84.91414388020833","","","","82.75271684695512","82.75271684695512","82.75271684695512","79.12574181189903","79.12574181189903","79.12574181189903"
"23","86.87415489783653","86.87415489783653","86.87415489783653","84.55528846153847","84.55528846153847","84.55528846153847","","","","82.3433117988782","82.3433117988782","82.3433117988782","78.87894068008814","78.87894068008814","78.87894068008814"
"24","87.6712896885016","87.6712896885016","87.6712896885016","85.31861916566507","85.31861916566507","85.31861916566507","","","","83.2916259765625","83.2916259765625","83.2916259765625","79.85996344150641","79.85996344150641","79.85996344150641"
"25","86.81750175280449","86.81750175280449","86.81750175280449","84.52743139022436","84.52743139022436","84.52743139022436","","","","82.59230393629808","82.59230393629808","82.59230393629808","79.24147385817308","79.24147385817308","79.24147385817308"
"26","85.94571627103366","85.94571627103366","85.94571627103366","83.660888671875","83.660888671875","83.660888671875","","","","81.69219188201122","81.69219188201122","81.69219188201122","78.36679311899039","78.36679311899039","78.36679311899039"
"27","87.27714342948718","87.27714342948718","87.27714342948718","84.95992024739583","84.95992024739583","84.95992024739583","","","","83.06642190004007","83.06642190004007","83.06642190004007","79.9053485576923","79.9053485576923","79.9053485576923"
"28","86.7462158203125","86.7462158203125","86.7462158203125","84.44659893329327","84.44659893329327","84.44659893329327","","","","82.60341546474359","82.60341546474359","82.60341546474359","79.50775928986378","79.50775928986378","79.50775928986378"
"29","87.37573868189102","87.37573868189102","87.37573868189102","85.16743977864583","85.16743977864583","85.16743977864583","","","","83.54007036258012","83.54007036258012","83.54007036258012","80.41201860476762","80.41201860476762","80.41201860476762"
"30","87.1909899589343","87.1909899589343","87.1909899589343","84.98542981270032","84.98542981270032","84.98542981270032","","","","83.34194085536859","83.34194085536859","83.34194085536859","80.2829840244391","80.2829840244391","80.2829840244391"
"31","88.23570838341347","88.23570838341347","88.23570838341347","86.06043106470352","86.06043106470352","86.06043106470352","","","","84.54597668770032","84.54597668770032","84.54597668770032","81.49343637319711","81.49343637319711","81.49343637319711"
"32","87.95486841446314","87.95486841446314","87.95486841446314","85.8467297676282","85.8467297676282","85.8467297676282","","","","84.36427972255609","84.36427972255609","84.36427972255609","81.3602545322516","81.3602545322516","81.3602545322516"
"33","86.50943071414262","86.50943071414262","86.50943071414262","84.35191619090544","84.35191619090544","84.35191619090544","","","","82.87330040564903","82.87330040564903","82.87330040564903","","",""
"34","86.86280861879007","86.86280861879007","86.86280861879007","84.77329351963141","84.77329351963141","84.77329351963141","","","","","","","","",""
"35","86.81742350260417","86.81742350260417","86.81742350260417","84.67994103064903","84.67994103064903","84.67994103064903","","","","","","","","",""
"36","87.23801832932692","87.23801832932692","87.23801832932692","85.16094501201923","85.16094501201923","85.16094501201923","","","","","","","","",""
"37","86.46780160757211","86.46780160757211","86.46780160757211","84.29941030649039","84.29941030649039","84.29941030649039","","","","","","","","",""
"38","87.46392665765224","87.46392665765224","87.46392665765224","85.40782439403044","85.40782439403044","85.40782439403044","","","","","","","","",""
"39","87.71565755208333","87.71565755208333","87.71565755208333","85.6647198016827","85.6647198016827","85.6647198016827","","","","","","","","",""
"40","85.50892365284456","85.50892365284456","85.50892365284456","83.3881084735577","83.3881084735577","83.3881084735577","","","","","","","","",""
"41","85.81261268028847","85.81261268028847","85.81261268028847","83.73851287059294","83.73851287059294","83.73851287059294","","","","","","","","",""
"42","86.64120405148238","86.64120405148238","86.64120405148238","84.63275615985577","84.63275615985577","84.63275615985577","","","","","","","","",""
"43","85.95667129907852","85.95667129907852","85.95667129907852","83.94329364483173","83.94329364483173","83.94329364483173","","","","","","","","",""
"44","87.8223125751202","87.8223125751202","87.8223125751202","85.92967497996794","85.92967497996794","85.92967497996794","","","","","","","","",""
"45","86.5940191806891","86.5940191806891","86.5940191806891","84.66577774439102","84.66577774439102","84.66577774439102","","","","","","","","",""
"46","86.865234375","86.865234375","86.865234375","84.90757086338141","84.90757086338141","84.90757086338141","","","","","","","","",""
"47","86.3354022686298","86.3354022686298","86.3354022686298","84.40277882111378","84.40277882111378","84.40277882111378","","","","","","","","",""
"48","88.66123297275641","88.66123297275641","88.66123297275641","86.8786151592548","86.8786151592548","86.8786151592548","","","","","","","","",""
"49","86.85334034455128","86.85334034455128","86.85334034455128","84.93934044471153","84.93934044471153","84.93934044471153","","","","","","","","",""
"50","86.34197528545673","86.34197528545673","86.34197528545673","84.49276655148238","84.49276655148238","84.49276655148238","","","","","","","","",""
"51","86.15980881911058","86.15980881911058","86.15980881911058","84.34323041866988","84.34323041866988","84.34323041866988","","","","","","","","",""
"52","87.03394180689102","87.03394180689102","87.03394180689102","85.31627165965544","85.31627165965544","85.31627165965544","","","","","","","","",""
"53","88.03155361077724","88.03155361077724","88.03155361077724","86.29823342347757","86.29823342347757","86.29823342347757","","","","","","","","",""
"54","87.50759026943109","87.50759026943109","87.50759026943109","85.80259665464743","85.80259665464743","85.80259665464743","","","","","","","","",""
"55","86.86202611678686","86.86202611678686","86.86202611678686","85.18465482271634","85.18465482271634","85.18465482271634","","","","","","","","",""
"56","86.38110038561699","86.38110038561699","86.38110038561699","84.59057930188301","84.59057930188301","84.59057930188301","","","","","","","","",""
"57","86.54550405649039","86.54550405649039","86.54550405649039","84.89904159154648","84.89904159154648","84.89904159154648","","","","","","","","",""
"58","86.67571238982372","86.67571238982372","86.67571238982372","85.02252040765224","85.02252040765224","85.02252040765224","","","","","","","","",""
"59","86.92306127303686","86.92306127303686","86.92306127303686","85.21877191005609","85.21877191005609","85.21877191005609","","","","","","","","",""
"60","87.4778551933093","87.4778551933093","87.4778551933093","85.9123034354968","85.9123034354968","85.9123034354968","","","","","","","","",""
"61","86.83197803986378","86.83197803986378","86.83197803986378","85.31619340945512","85.31619340945512","85.31619340945512","","","","","","","","",""
"62","87.90643154046474","87.90643154046474","87.90643154046474","86.3834478916266","86.3834478916266","86.3834478916266","","","","","","","","",""
"63","88.06011493389423","88.06011493389423","88.06011493389423","86.63776104266827","86.63776104266827","86.63776104266827","","","","","","","","",""
"64","","","","85.86363181089743","85.86363181089743","85.86363181089743","","","","","","","","",""
"65","","","","85.79132862580128","85.79132862580128","85.79132862580128","","","","","","","","",""
"66","","","","84.5386211688702","84.5386211688702","84.5386211688702","","","","","","","","",""
"67","","","","85.66127679286859","85.66127679286859","85.66127679286859","","","","","","","","",""
"68","","","","86.47852188501602","86.47852188501602","86.47852188501602","","","","","","","","",""
"69","","","","86.01246369190706","86.01246369190706","86.01246369190706","","","","","","","","",""
"70","","","","85.11368189102564","85.11368189102564","85.11368189102564","","","","","","","","",""
"71","","","","85.5029766376202","85.5029766376202","85.5029766376202","","","","","","","","",""
"72","","","","85.20406087239583","85.20406087239583","85.20406087239583","","","","","","","","",""
"73","","","","84.32945838341347","84.32945838341347","84.32945838341347","","","","","","","","",""
"74","","","","86.93667680789262","86.93667680789262","86.93667680789262","","","","","","","","",""
"75","","","","86.04438977363782","86.04438977363782","86.04438977363782","","","","","","","","",""
"76","","","","85.70141914563301","85.70141914563301","85.70141914563301","","","","","","","","",""
"77","","","","85.2565667568109","85.2565667568109","85.2565667568109","","","","","","","","",""
"78","","","","85.2581317608173","85.2581317608173","85.2581317608173","","","","","","","","",""
"79","","","","85.4229266826923","85.4229266826923","85.4229266826923","","","","","","","","",""
"80","","","","86.08061961638622","86.08061961638622","86.08061961638622","","","","","","","","",""
"81","","","","86.85889610877403","86.85889610877403","86.85889610877403","","","","","","","","",""
"82","","","","86.2152099609375","86.2152099609375","86.2152099609375","","","","","","","","",""
"83","","","","85.43325570913461","85.43325570913461","85.43325570913461","","","","","","","","",""
"84","","","","86.44096178886218","86.44096178886218","86.44096178886218","","","","","","","","",""
"85","","","","85.48122308193109","85.48122308193109","85.48122308193109","","","","","","","","",""
"86","","","","86.17334610376602","86.17334610376602","86.17334610376602","","","","","","","","",""
"87","","","","85.8516595302484","85.8516595302484","85.8516595302484","","","","","","","","",""
"88","","","","85.0139911358173","85.0139911358173","85.0139911358173","","","","","","","","",""
"89","","","","86.8182842548077","86.8182842548077","86.8182842548077","","","","","","","","",""
"90","","","","85.44820149739583","85.44820149739583","85.44820149739583","","","","","","","","",""
"91","","","","86.15174904847757","86.15174904847757","86.15174904847757","","","","","","","","",""
"92","","","","85.8669183193109","85.8669183193109","85.8669183193109","","","","","","","","",""
"93","","","","85.85330278445512","85.85330278445512","85.85330278445512","","","","","","","","",""
"94","","","","86.16199982471956","86.16199982471956","86.16199982471956","","","","","","","","",""
"95","","","","85.31439365484776","85.31439365484776","85.31439365484776","","","","","","","","",""
"96","","","","84.87008901742789","84.87008901742789","84.87008901742789","","","","","","","","",""
"97","","","","86.25081380208333","86.25081380208333","86.25081380208333","","","","","","","","",""
"98","","","","86.87587640224359","86.87587640224359","86.87587640224359","","","","","","","","",""
"99","","","","86.47593962840544","86.47593962840544","86.47593962840544","","","","","","","","",""
"100","","","","86.77070813301282","86.77070813301282","86.77070813301282","","","","","","","","",""
"101","","","","85.46760754707532","85.46760754707532","85.46760754707532","","","","","","","","",""
"102","","","","85.98758012820512","85.98758012820512","85.98758012820512","","","","","","","","",""
"103","","","","87.9016582782452","87.9016582782452","87.9016582782452","","","","","","","","",""
"104","","","","85.80463115985577","85.80463115985577","85.80463115985577","","","","","","","","",""
"105","","","","86.4715576171875","86.4715576171875","86.4715576171875","","","","","","","","",""
"106","","","","86.28414838741988","86.28414838741988","86.28414838741988","","","","","","","","",""
"107","","","","87.11555676582532","87.11555676582532","87.11555676582532","","","","","","","","",""
"108","","","","85.94180376101762","85.94180376101762","85.94180376101762","","","","","","","","",""
"109","","","","85.80885667067308","85.80885667067308","85.80885667067308","","","","","","","","",""
