"Step","legendary-universe-23 - loss","legendary-universe-23 - loss__MIN","legendary-universe-23 - loss__MAX","different-salad-22 - loss","different-salad-22 - loss__MIN","different-salad-22 - loss__MAX","elated-paper-21 - loss","elated-paper-21 - loss__MIN","elated-paper-21 - loss__MAX","visionary-wave-5 - loss","visionary-wave-5 - loss__MIN","visionary-wave-5 - loss__MAX","apricot-monkey-4 - loss","apricot-monkey-4 - loss__MIN","apricot-monkey-4 - loss__MAX"
"25","1.8625511087668247","1.8625511087668247","1.8625511087668247","2.005138920667844","2.005138920667844","2.005138920667844","","","","2.0872243585494847","2.0872243585494847","2.0872243585494847","2.328851390343446","2.328851390343446","2.328851390343446"
"26","1.944542442758878","1.944542442758878","1.944542442758878","2.092688051935954","2.092688051935954","2.092688051935954","","","","2.173015229595013","2.173015229595013","2.173015229595013","2.4237700505898547","2.4237700505898547","2.4237700505898547"
"27","1.8897330268071248","1.8897330268071248","1.8897330268071248","2.030040225921533","2.030040225921533","2.030040225921533","","","","2.1043945734317484","2.1043945734317484","2.1043945734317484","2.336515016662769","2.336515016662769","2.336515016662769"
"28","1.8998064685326357","1.8998064685326357","1.8998064685326357","2.042206217845281","2.042206217845281","2.042206217845281","","","","2.1137205155996175","2.1137205155996175","2.1137205155996175","2.346363215492322","2.346363215492322","2.346363215492322"
"29","1.853244621402178","1.853244621402178","1.853244621402178","1.9885780826593056","1.9885780826593056","1.9885780826593056","","","","2.0487370930421047","2.0487370930421047","2.0487370930421047","2.269388469748008","2.269388469748008","2.269388469748008"
"30","1.8874259273975322","1.8874259273975322","1.8874259273975322","2.026741459201544","2.026741459201544","2.026741459201544","","","","2.0835344917499103","2.0835344917499103","2.0835344917499103","2.3042187988758087","2.3042187988758087","2.3042187988758087"
"31","1.8505088216983354","1.8505088216983354","1.8505088216983354","1.98282036338097","1.98282036338097","1.98282036338097","","","","2.0335107285242815","2.0335107285242815","2.0335107285242815","2.238175114377951","2.238175114377951","2.238175114377951"
"32","1.8259590310163987","1.8259590310163987","1.8259590310163987","1.9556744935420842","1.9556744935420842","1.9556744935420842","","","","2.0033638779169474","2.0033638779169474","2.0033638779169474","2.2032573391229677","2.2032573391229677","2.2032573391229677"
"33","1.891173745577152","1.891173745577152","1.891173745577152","2.029178867737452","2.029178867737452","2.029178867737452","","","","2.0781543942598195","2.0781543942598195","2.0781543942598195","","",""
"34","1.8828505136263676","1.8828505136263676","1.8828505136263676","2.0170467289594503","2.0170467289594503","2.0170467289594503","","","","","","","","",""
"35","1.8948927109058087","1.8948927109058087","1.8948927109058087","2.0304808356823068","2.0304808356823068","2.0304808356823068","","","","","","","","",""
"36","1.8498652841036136","1.8498652841036136","1.8498652841036136","1.9796739277931361","1.9796739277931361","1.9796739277931361","","","","","","","","",""
"37","1.9162394007047017","1.9162394007047017","1.9162394007047017","2.0532019520417237","2.0532019520417237","2.0532019520417237","","","","","","","","",""
"38","1.8388045101593702","1.8388045101593702","1.8388045101593702","1.9663870560053067","1.9663870560053067","1.9663870560053067","","","","","","","","",""
"39","1.8559111070174437","1.8559111070174437","1.8559111070174437","1.9843188784061334","1.9843188784061334","1.9843188784061334","","","","","","","","",""
"40","1.9295789175308669","1.9295789175308669","1.9295789175308669","2.0684922371919336","2.0684922371919336","2.0684922371919336","","","","","","","","",""
"41","1.8903178503880134","1.8903178503880134","1.8903178503880134","2.023753300309181","2.023753300309181","2.023753300309181","","","","","","","","",""
"42","1.9038293686432717","1.9038293686432717","1.9038293686432717","2.035176673760781","2.035176673760781","2.035176673760781","","","","","","","","",""
"43","1.9483209611513677","1.9483209611513677","1.9483209611513677","2.081813023258478","2.081813023258478","2.081813023258478","","","","","","","","",""
"44","1.8517985687806056","1.8517985687806056","1.8517985687806056","1.9729828719909375","1.9729828719909375","1.9729828719909375","","","","","","","","",""
"45","1.9047394868655083","1.9047394868655083","1.9047394868655083","2.032020377042966","2.032020377042966","2.032020377042966","","","","","","","","",""
"46","1.8710869287069027","1.8710869287069027","1.8710869287069027","1.9951863831434495","1.9951863831434495","1.9951863831434495","","","","","","","","",""
"47","1.895320741029886","1.895320741029886","1.895320741029886","2.0211185537851772","2.0211185537851772","2.0211185537851772","","","","","","","","",""
"48","1.8130219189020305","1.8130219189020305","1.8130219189020305","1.9242735589161897","1.9242735589161897","1.9242735589161897","","","","","","","","",""
"49","1.8882674467869294","1.8882674467869294","1.8882674467869294","2.0096289542240973","2.0096289542240973","2.0096289542240973","","","","","","","","",""
"50","1.8852323790391285","1.8852323790391285","1.8852323790391285","2.007661163042753","2.007661163042753","2.007661163042753","","","","","","","","",""
"51","1.9601504665154676","1.9601504665154676","1.9601504665154676","2.083622212593372","2.083622212593372","2.083622212593372","","","","","","","","",""
"52","1.8678341129651437","1.8678341129651437","1.8678341129651437","1.9827233579678414","1.9827233579678414","1.9827233579678414","","","","","","","","",""
"53","1.8772892772387235","1.8772892772387235","1.8772892772387235","1.9905511465592263","1.9905511465592263","1.9905511465592263","","","","","","","","",""
"54","1.8610614977585964","1.8610614977585964","1.8610614977585964","1.9706932306289673","1.9706932306289673","1.9706932306289673","","","","","","","","",""
"55","1.88165987493136","1.88165987493136","1.88165987493136","1.9913005011203961","1.9913005011203961","1.9913005011203961","","","","","","","","",""
"56","1.9116106098278975","1.9116106098278975","1.9116106098278975","2.0281677735157504","2.0281677735157504","2.0281677735157504","","","","","","","","",""
"57","1.8942726942209096","1.8942726942209096","1.8942726942209096","2.003620298245014","2.003620298245014","2.003620298245014","","","","","","","","",""
"58","1.936186970044405","1.936186970044405","1.936186970044405","2.047842177443015","2.047842177443015","2.047842177443015","","","","","","","","",""
"59","1.8831264231449518","1.8831264231449518","1.8831264231449518","1.9914764773387175","1.9914764773387175","1.9914764773387175","","","","","","","","",""
"60","1.8901550410649715","1.8901550410649715","1.8901550410649715","1.9952845225731533","1.9952845225731533","1.9952845225731533","","","","","","","","",""
"61","1.8713538623773134","1.8713538623773134","1.8713538623773134","1.9727599911200695","1.9727599911200695","1.9727599911200695","","","","","","","","",""
"62","1.8495738475750654","1.8495738475750654","1.8495738475750654","1.9479582886665294","1.9479582886665294","1.9479582886665294","","","","","","","","",""
"63","1.8127890802346742","1.8127890802346742","1.8127890802346742","1.9066953999109757","1.9066953999109757","1.9066953999109757","","","","","","","","",""
"64","","","","1.947942663461734","1.947942663461734","1.947942663461734","","","","","","","","",""
"65","","","","1.9511236124313796","1.9511236124313796","1.9511236124313796","","","","","","","","",""
"66","","","","2.000497503158374","2.000497503158374","2.000497503158374","","","","","","","","",""
"67","","","","1.956859644406881","1.956859644406881","1.956859644406881","","","","","","","","",""
"68","","","","1.9276672865335758","1.9276672865335758","1.9276672865335758","","","","","","","","",""
"69","","","","1.9398772173967116","1.9398772173967116","1.9398772173967116","","","","","","","","",""
"70","","","","2.0229924810238376","2.0229924810238376","2.0229924810238376","","","","","","","","",""
"71","","","","1.9511992942828398","1.9511992942828398","1.9511992942828398","","","","","","","","",""
"72","","","","2.006819780820455","2.006819780820455","2.006819780820455","","","","","","","","",""
"73","","","","2.043043228296133","2.043043228296133","2.043043228296133","","","","","","","","",""
"74","","","","1.926015583750529","1.926015583750529","1.926015583750529","","","","","","","","",""
"75","","","","1.9381929609255912","1.9381929609255912","1.9381929609255912","","","","","","","","",""
"76","","","","1.9891082896636083","1.9891082896636083","1.9891082896636083","","","","","","","","",""
"77","","","","1.9817212109382336","1.9817212109382336","1.9817212109382336","","","","","","","","",""
"78","","","","1.9823057403167088","1.9823057403167088","1.9823057403167088","","","","","","","","",""
"79","","","","2.009208769752429","2.009208769752429","2.009208769752429","","","","","","","","",""
"80","","","","1.9200347841550143","1.9200347841550143","1.9200347841550143","","","","","","","","",""
"81","","","","1.9313760281373293","1.9313760281373293","1.9313760281373293","","","","","","","","",""
"82","","","","1.9388160388439128","1.9388160388439128","1.9388160388439128","","","","","","","","",""
"83","","","","1.9675096510312495","1.9675096510312495","1.9675096510312495","","","","","","","","",""
"84","","","","1.8943886382457538","1.8943886382457538","1.8943886382457538","","","","","","","","",""
"85","","","","1.9702222190606289","1.9702222190606289","1.9702222190606289","","","","","","","","",""
"86","","","","1.9413106021208641","1.9413106021208641","1.9413106021208641","","","","","","","","",""
"87","","","","1.9580102811257045","1.9580102811257045","1.9580102811257045","","","","","","","","",""
"88","","","","1.9905077616373699","1.9905077616373699","1.9905077616373699","","","","","","","","",""
"89","","","","1.8929641273541329","1.8929641273541329","1.8929641273541329","","","","","","","","",""
"90","","","","1.9410629677466857","1.9410629677466857","1.9410629677466857","","","","","","","","",""
"91","","","","1.9588981660512776","1.9588981660512776","1.9588981660512776","","","","","","","","",""
"92","","","","1.966736796956796","1.966736796956796","1.966736796956796","","","","","","","","",""
"93","","","","1.9497923006614049","1.9497923006614049","1.9497923006614049","","","","","","","","",""
"94","","","","1.935691814392041","1.935691814392041","1.935691814392041","","","","","","","","",""
"95","","","","1.9586102293852048","1.9586102293852048","1.9586102293852048","","","","","","","","",""
"96","","","","1.9930718117035353","1.9930718117035353","1.9930718117035353","","","","","","","","",""
"97","","","","1.917976275086403","1.917976275086403","1.917976275086403","","","","","","","","",""
"98","","","","1.8906682489010005","1.8906682489010005","1.8906682489010005","","","","","","","","",""
"99","","","","1.9207838043952599","1.9207838043952599","1.9207838043952599","","","","","","","","",""
"100","","","","1.8953323585864825","1.8953323585864825","1.8953323585864825","","","","","","","","",""
"101","","","","1.9458642105261486","1.9458642105261486","1.9458642105261486","","","","","","","","",""
"102","","","","1.9503251925492897","1.9503251925492897","1.9503251925492897","","","","","","","","",""
"103","","","","1.8830759051518562","1.8830759051518562","1.8830759051518562","","","","","","","","",""
"104","","","","1.9863634483936505","1.9863634483936505","1.9863634483936505","","","","","","","","",""
"105","","","","1.9382350811591516","1.9382350811591516","1.9382350811591516","","","","","","","","",""
"106","","","","1.9277448711486964","1.9277448711486964","1.9277448711486964","","","","","","","","",""
"107","","","","1.897879353318459","1.897879353318459","1.897879353318459","","","","","","","","",""
"108","","","","1.936593778622456","1.936593778622456","1.936593778622456","","","","","","","","",""
"109","","","","1.948075926456696","1.948075926456696","1.948075926456696","","","","","","","","",""
